T,D,S,phi_cvar,l_tds
3,2,EVT_83,0.01227671981672751,0.01227671981672751
3,2,EVT_84,-2.6193447411060334e-11,-2.6193447411060334e-11
3,2,EVT_85,-4.074536263942718e-11,-4.074536263942718e-11
3,2,EVT_86,-0.0,0.0
3,2,EVT_87,-0.0,0.0
3,2,EVT_88,0.05031739738478791,0.05031739738478791
3,2,EVT_89,-2.6193446717170943e-11,-2.6193447411060334e-11
3,2,EVT_90,-2.6193447411060334e-11,-2.6193447411060334e-11
3,2,EVT_91,-4.074536263942718e-11,-4.074536263942718e-11
3,2,EVT_92,-5.820766091346741e-12,-5.820766091346741e-12
3,2,EVT_93,-4.074536263942718e-11,-4.074536263942718e-11
3,2,EVT_94,-1.1641534958251043e-11,-1.1641532182693482e-11
3,2,EVT_95,-2.6193447411060334e-11,-2.6193447411060334e-11
3,2,EVT_96,-0.0,0.0
3,2,EVT_97,-0.0,0.0
3,2,EVT_98,-1.1641532182693482e-11,-1.1641532182693482e-11
3,2,EVT_99,-5.820766091346741e-12,-5.820766091346741e-12
3,2,EVT_100,-2.6193447411060334e-11,-2.6193447411060334e-11
3,2,EVT_101,-0.0,0.0
3,2,EVT_102,-2.6193447411060334e-11,-2.6193447411060334e-11
3,2,EVT_103,-2.6193447411060334e-11,-2.6193447411060334e-11
3,2,EVT_104,-0.0,0.0
3,2,EVT_105,-3.4575350582599718e-09,-3.4575350582599606e-09
3,2,EVT_106,-0.0,0.0
3,2,EVT_107,0.0942675992671866,0.0942675992671866
3,2,EVT_108,0.030330720000201775,0.030330720000201775
3,2,EVT_109,-4.074536263942718e-11,-4.074536263942718e-11
3,2,EVT_110,-1.1641532182693482e-11,-1.1641532182693482e-11
3,2,HILP_0,1.4266900190268645,1.4266900190268645
3,2,HILP_1,-0.0,0.0
3,3,0,0.0,0.0
3,3,LN_R_1,-0.0,0.0
3,3,LN_R_2,-0.0,0.0
3,3,LN_R_3,-0.0,0.0
3,3,LN_R_4,-0.0,0.0
3,3,LN_R_5,-1.1641532356165829e-11,-1.1641532182693482e-11
3,3,LN_R_6,-0.0,0.0
3,3,LN_R_7,-1.1641532356165829e-11,-1.1641532182693482e-11
3,3,LN_R_8,-0.0,0.0
3,3,LN_R_9,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_10,-0.0,0.0
3,3,LN_R_11,-0.0,0.0
3,3,LN_R_12,-1.1641531488804091e-11,-1.1641532182693482e-11
3,3,LN_R_13,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_14,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_15,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_16,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_17,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_18,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_19,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_20,-1.1641533223527567e-11,-1.1641532182693482e-11
3,3,LN_R_21,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_22,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_23,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_24,-0.0,0.0
3,3,LN_R_25,-0.0,0.0
3,3,LN_R_26,-0.0,0.0
3,3,LN_R_27,-0.0,0.0
3,3,LN_R_28,-0.0,0.0
3,3,LN_R_29,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_30,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_31,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_32,-0.0,0.0
3,3,LN_R_33,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_34,0.0007359999988693745,0.0007359999988693745
3,3,LN_R_35,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_36,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_37,-1.1641534958251043e-11,-1.1641532182693482e-11
3,3,LN_R_38,0.0010580000001937152,0.0010580000001937152
3,3,LN_R_39,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_40,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_41,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_42,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_43,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_44,-1.1641534958251043e-11,-1.1641532182693482e-11
3,3,LN_R_45,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_46,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_47,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_48,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_49,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_50,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,LN_R_51,-1.1641532356165829e-11,-1.1641532182693482e-11
3,3,LN_R_52,-1.1641531488804091e-11,-1.1641532182693482e-11
3,3,LN_R_53,0.0,0.0
3,3,S_R_1,0.014976399971055798,0.0149763999710558
3,3,EVT_1,0.01588751944713289,0.01588751944713289
3,3,EVT_2,-0.0,0.0
3,3,EVT_3,-0.0,0.0
3,3,EVT_4,-0.0,0.0
3,3,EVT_5,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,EVT_6,-0.0,0.0
3,3,EVT_7,-5.820766091346741e-12,-5.820766091346741e-12
3,3,EVT_8,-0.0,0.0
3,3,EVT_9,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,EVT_10,0.029952797008445487,0.02995279700844552
3,3,EVT_11,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_12,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_13,-0.0,0.0
3,3,EVT_14,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_15,-0.0,0.0
3,3,EVT_16,-2.0372680972768897e-11,-2.037268131971359e-11
3,3,EVT_17,-2.9103830456733704e-11,-2.9103830456733704e-11
3,3,EVT_18,-2.9103830456733704e-11,-2.9103830456733704e-11
3,3,EVT_19,-0.0,0.0
3,3,EVT_20,-0.0,0.0
3,3,EVT_21,-0.0,0.0
3,3,EVT_22,0.014976398504222744,0.014976398504222764
3,3,EVT_23,0.1160925149021204,0.1160925149021204
3,3,EVT_24,-0.0,0.0
3,3,EVT_25,0.21899429981276625,0.21899429981276625
3,3,EVT_26,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_27,-0.0,0.0
3,3,EVT_28,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,EVT_29,-0.0,0.0
3,3,EVT_30,-5.8207674791255215e-12,-5.820766091346741e-12
3,3,EVT_31,0.11299889400979737,0.11299889400979737
3,3,EVT_32,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,EVT_33,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,EVT_34,-0.0,0.0
3,3,EVT_35,-0.0,0.0
3,3,EVT_36,-0.0,0.0
3,3,EVT_37,0.01949150000291411,0.01949150000291411
3,3,EVT_38,0.0059435992559883745,0.005943599255988373
3,3,EVT_39,-2.3283064365386964e-11,-2.3283064365386964e-11
3,3,EVT_40,-0.0,0.0
3,3,EVT_41,-2.9103830456733704e-11,-2.9103830456733704e-11
3,3,EVT_42,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,EVT_43,-0.0,0.0
3,3,EVT_44,-2.9103830456733704e-11,-2.9103830456733704e-11
3,3,EVT_45,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,EVT_46,-0.0,0.0
3,3,EVT_47,-0.0,0.0
3,3,EVT_48,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,EVT_49,-0.0,0.0
3,3,EVT_50,-1.1641532356165829e-11,-1.1641532182693482e-11
3,3,EVT_51,-0.0,0.0
3,3,EVT_52,-0.0,0.0
3,3,EVT_53,-2.037267923804542e-11,-2.037268131971359e-11
3,3,EVT_54,-5.820766091346741e-12,-5.820766091346741e-12
3,3,EVT_55,-5.820766091346741e-12,-5.820766091346741e-12
3,3,EVT_56,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,EVT_57,-2.9103830456733704e-11,-2.9103830456733704e-11
3,3,EVT_58,-0.0,0.0
3,3,EVT_59,-2.9103830456733704e-11,-2.9103830456733704e-11
3,3,EVT_60,-2.9103830456733704e-11,-2.9103830456733704e-11
3,3,EVT_61,0.0,0.0
3,3,EVT_62,-1.1641532356165829e-11,-1.1641532182693482e-11
3,3,EVT_63,-2.9103830456733704e-11,-2.9103830456733704e-11
3,3,EVT_64,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_65,0.014858998139970936,0.014858998139970936
3,3,EVT_66,-2.0372680972768897e-11,-2.037268131971359e-11
3,3,EVT_67,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_68,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_69,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,EVT_70,0.030057799772475847,0.030057799772475836
3,3,EVT_71,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,EVT_72,-0.0,0.0
3,3,EVT_73,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_74,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,EVT_75,-2.0372680972768897e-11,-2.037268131971359e-11
3,3,EVT_76,-5.820766091346741e-12,-5.820766091346741e-12
3,3,EVT_77,-0.0,0.0
3,3,EVT_78,-2.9103830456733704e-11,-2.9103830456733704e-11
3,3,EVT_79,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_80,-1.1641534958251043e-11,-1.1641532182693482e-11
3,3,EVT_81,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_82,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_83,0.005055119857424812,0.005055119857424812
3,3,EVT_84,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_85,-2.9103830456733704e-11,-2.9103830456733704e-11
3,3,EVT_86,-0.0,0.0
3,3,EVT_87,-0.0,0.0
3,3,EVT_88,0.035940998131991364,0.035940998131991364
3,3,EVT_89,-2.0372680972768897e-11,-2.037268131971359e-11
3,3,EVT_90,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_91,-2.9103830456733704e-11,-2.9103830456733704e-11
3,3,EVT_92,-5.820766091346741e-12,-5.820766091346741e-12
3,3,EVT_93,-2.9103830456733704e-11,-2.9103830456733704e-11
3,3,EVT_94,-1.1641534958251043e-11,-1.1641532182693482e-11
3,3,EVT_95,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_96,-0.0,0.0
3,3,EVT_97,-0.0,0.0
3,3,EVT_98,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,EVT_99,-5.820766091346741e-12,-5.820766091346741e-12
3,3,EVT_100,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_101,-0.0,0.0
3,3,EVT_102,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_103,-2.037268131971359e-11,-2.037268131971359e-11
3,3,EVT_104,-0.0,0.0
3,3,EVT_105,-2.6891939342022006e-09,-2.6891939342021964e-09
3,3,EVT_106,-0.0,0.0
3,3,EVT_107,0.0942675992671866,0.0942675992671866
3,3,EVT_108,0.015887520000105668,0.015887520000105668
3,3,EVT_109,-2.9103830456733704e-11,-2.9103830456733704e-11
3,3,EVT_110,-1.1641532182693482e-11,-1.1641532182693482e-11
3,3,HILP_0,1.0340230413130485,1.0340230413130485
3,3,HILP_1,-0.0,0.0
4,0,0,0.0,0.0
4,0,LN_R_1,-0.0,0.0
4,0,LN_R_2,-0.0,0.0
4,0,LN_R_3,-0.0,0.0
4,0,LN_R_4,-0.0,0.0
4,0,LN_R_5,-1.7462298967929613e-11,-1.7462298274040225e-11
4,0,LN_R_6,-0.0,0.0
4,0,LN_R_7,-1.7462297233206137e-11,-1.7462298274040225e-11
4,0,LN_R_8,-0.0,0.0
4,0,LN_R_9,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_10,0.0014443200000095573,0.0014443200000095573
4,0,LN_R_11,-0.0,0.0
4,0,LN_R_12,-1.7462298967929613e-11,-1.7462298274040225e-11
4,0,LN_R_13,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_14,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_15,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_16,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_17,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_18,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_19,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_20,-1.7462298967929613e-11,-1.7462298274040225e-11
4,0,LN_R_21,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_22,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_23,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_24,-0.0,0.0
4,0,LN_R_25,0.003898300000582826,0.003898300000582826
4,0,LN_R_26,-0.0,0.0
4,0,LN_R_27,-0.0,0.0
4,0,LN_R_28,-0.0,0.0
4,0,LN_R_29,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_30,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_31,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_32,-0.0,0.0
4,0,LN_R_33,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_34,0.0011039999983040619,0.0011039999983040619
4,0,LN_R_35,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_36,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_37,-1.7462298967929613e-11,-1.7462298274040225e-11
4,0,LN_R_38,0.0015870000002905728,0.0015870000002905728
4,0,LN_R_39,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_40,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_41,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_42,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_43,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_44,-1.7462298967929613e-11,-1.7462298274040225e-11
4,0,LN_R_45,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_46,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_47,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_48,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_49,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_50,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,LN_R_51,-1.7462298100567875e-11,-1.7462298274040225e-11
4,0,LN_R_52,-1.7462297233206137e-11,-1.7462298274040225e-11
4,0,LN_R_53,0.0,0.0
4,0,S_R_1,0.014976399971055798,0.0149763999710558
4,0,EVT_1,0.030330719226039887,0.030330719226039887
4,0,EVT_2,-0.0,0.0
4,0,EVT_3,-0.0,0.0
4,0,EVT_4,-0.0,0.0
4,0,EVT_5,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,EVT_6,-0.0,0.0
4,0,EVT_7,-5.820766091346741e-12,-5.820766091346741e-12
4,0,EVT_8,-0.0,0.0
4,0,EVT_9,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,EVT_10,0.04492919551266824,0.04492919551266822
4,0,EVT_11,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_12,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_13,-0.0,0.0
4,0,EVT_14,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_15,-0.0,0.0
4,0,EVT_16,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_17,-4.0745361945537795e-11,-4.074536263942718e-11
4,0,EVT_18,-4.074536263942718e-11,-4.074536263942718e-11
4,0,EVT_19,-0.0,0.0
4,0,EVT_20,-0.0,0.0
4,0,EVT_21,0.003898299441789283,0.003898299441789283
4,0,EVT_22,0.014976398504222744,0.014976398504222764
4,0,EVT_23,0.1706177128630224,0.1706177128630224
4,0,EVT_24,-0.0,0.0
4,0,EVT_25,0.3128489997325232,0.3128489997325232
4,0,EVT_26,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_27,-0.0,0.0
4,0,EVT_28,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,EVT_29,-0.0,0.0
4,0,EVT_30,-5.8207674791255215e-12,-5.820766091346741e-12
4,0,EVT_31,0.16978049144381657,0.16978049144381657
4,0,EVT_32,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,EVT_33,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,EVT_34,0.0014443200000095573,0.0014443200000095573
4,0,EVT_35,-0.0,0.0
4,0,EVT_36,0.003898300000582826,0.003898300000582826
4,0,EVT_37,0.03508470000524539,0.03508470000524539
4,0,EVT_38,0.008915398883982562,0.008915398883982557
4,0,EVT_39,-2.3283064365386964e-11,-2.3283064365386964e-11
4,0,EVT_40,-0.0,0.0
4,0,EVT_41,-4.074536263942718e-11,-4.074536263942718e-11
4,0,EVT_42,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,EVT_43,-0.0,0.0
4,0,EVT_44,-4.074535847609084e-11,-4.074536263942718e-11
4,0,EVT_45,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,EVT_46,0.003898297765408648,0.003898297765408648
4,0,EVT_47,-0.0,0.0
4,0,EVT_48,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,EVT_49,-0.0,0.0
4,0,EVT_50,-1.7462297233206137e-11,-1.7462298274040225e-11
4,0,EVT_51,-0.0,0.0
4,0,EVT_52,-0.0,0.0
4,0,EVT_53,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_54,-5.820766091346741e-12,-5.820766091346741e-12
4,0,EVT_55,-5.820766091346741e-12,-5.820766091346741e-12
4,0,EVT_56,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,EVT_57,-4.074536263942718e-11,-4.074536263942718e-11
4,0,EVT_58,0.0014443200000095573,0.0014443200000095573
4,0,EVT_59,-4.074536263942718e-11,-4.074536263942718e-11
4,0,EVT_60,-4.074536263942718e-11,-4.074536263942718e-11
4,0,EVT_61,0.0,0.0
4,0,EVT_62,-1.7462298967929613e-11,-1.7462298274040225e-11
4,0,EVT_63,-4.074536263942718e-11,-4.074536263942718e-11
4,0,EVT_64,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_65,0.02080259739595931,0.020802597395959316
4,0,EVT_66,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_67,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_68,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_69,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,EVT_70,0.030057799772475847,0.030057799772475836
4,0,EVT_71,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,EVT_72,-0.0,0.0
4,0,EVT_73,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_74,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,EVT_75,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_76,-5.820766091346741e-12,-5.820766091346741e-12
4,0,EVT_77,-0.0,0.0
4,0,EVT_78,-4.074536263942718e-11,-4.074536263942718e-11
4,0,EVT_79,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_80,-1.7462298967929613e-11,-1.7462298274040225e-11
4,0,EVT_81,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_82,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_83,0.015887519796378854,0.015887519796378854
4,0,EVT_84,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_85,-4.074536263942718e-11,-4.074536263942718e-11
4,0,EVT_86,-0.0,0.0
4,0,EVT_87,-0.0,0.0
4,0,EVT_88,0.05031739738478791,0.05031739738478791
4,0,EVT_89,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_90,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_91,-4.074536263942718e-11,-4.074536263942718e-11
4,0,EVT_92,-5.820766091346741e-12,-5.820766091346741e-12
4,0,EVT_93,-4.074536263942718e-11,-4.074536263942718e-11
4,0,EVT_94,-1.7462298967929613e-11,-1.7462298274040225e-11
4,0,EVT_95,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_96,-0.0,0.0
4,0,EVT_97,-0.0,0.0
4,0,EVT_98,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,EVT_99,-5.820766091346741e-12,-5.820766091346741e-12
4,0,EVT_100,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_101,-0.0,0.0
4,0,EVT_102,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_103,-2.9103830456733704e-11,-2.9103830456733704e-11
4,0,EVT_104,-0.0,0.0
4,0,EVT_105,-3.841705620288849e-09,-3.841705620288849e-09
4,0,EVT_106,-0.0,0.0
4,0,EVT_107,0.1414013989007799,0.14140139890077985
4,0,EVT_108,0.030330720000201775,0.030330720000201775
4,0,EVT_109,-4.074536263942718e-11,-4.074536263942718e-11
4,0,EVT_110,-1.7462298274040225e-11,-1.7462298274040225e-11
4,0,HILP_0,1.6753791049122813,1.6753791049122813
4,0,HILP_1,-0.0,0.0
4,1,0,0.0,0.0
4,1,LN_R_1,-0.0,0.0
4,1,LN_R_2,-0.0,0.0
4,1,LN_R_3,-0.0,0.0
4,1,LN_R_4,-0.0,0.0
4,1,LN_R_5,-1.7462298967929613e-11,-1.7462298274040225e-11
4,1,LN_R_6,-0.0,0.0
4,1,LN_R_7,-1.7462297233206137e-11,-1.7462298274040225e-11
4,1,LN_R_8,-0.0,0.0
4,1,LN_R_9,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_10,0.0014443200000095573,0.0014443200000095573
4,1,LN_R_11,-0.0,0.0
4,1,LN_R_12,-1.7462298967929613e-11,-1.7462298274040225e-11
4,1,LN_R_13,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_14,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_15,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_16,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_17,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_18,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_19,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_20,-1.7462298967929613e-11,-1.7462298274040225e-11
4,1,LN_R_21,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_22,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_23,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_24,-0.0,0.0
4,1,LN_R_25,0.003898300000582826,0.003898300000582826
4,1,LN_R_26,-0.0,0.0
4,1,LN_R_27,-0.0,0.0
4,1,LN_R_28,-0.0,0.0
4,1,LN_R_29,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_30,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_31,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_32,-0.0,0.0
4,1,LN_R_33,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_34,0.0011039999983040619,0.0011039999983040619
4,1,LN_R_35,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_36,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_37,-1.7462298967929613e-11,-1.7462298274040225e-11
4,1,LN_R_38,0.0015870000002905728,0.0015870000002905728
4,1,LN_R_39,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_40,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_41,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_42,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_43,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_44,-1.7462298967929613e-11,-1.7462298274040225e-11
4,1,LN_R_45,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_46,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_47,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_48,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_49,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_50,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,LN_R_51,-1.7462298100567875e-11,-1.7462298274040225e-11
4,1,LN_R_52,-1.7462297233206137e-11,-1.7462298274040225e-11
4,1,LN_R_53,0.0,0.0
4,1,S_R_1,0.014976399971055798,0.0149763999710558
4,1,EVT_1,0.030330719226039887,0.030330719226039887
4,1,EVT_2,-0.0,0.0
4,1,EVT_3,-0.0,0.0
4,1,EVT_4,-0.0,0.0
4,1,EVT_5,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,EVT_6,-0.0,0.0
4,1,EVT_7,-5.820766091346741e-12,-5.820766091346741e-12
4,1,EVT_8,-0.0,0.0
4,1,EVT_9,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,EVT_10,0.04492919551266824,0.04492919551266822
4,1,EVT_11,-2.9103830456733704e-11,-2.9103830456733704e-11
4,1,EVT_12,-2.9103830456733704e-11,-2.9103830456733704e-11
4,1,EVT_13,-0.0,0.0
4,1,EVT_14,-2.9103830456733704e-11,-2.9103830456733704e-11
4,1,EVT_15,-0.0,0.0
4,1,EVT_16,-2.9103830456733704e-11,-2.9103830456733704e-11
4,1,EVT_17,-4.0745361945537795e-11,-4.074536263942718e-11
4,1,EVT_18,-4.074536263942718e-11,-4.074536263942718e-11
4,1,EVT_19,-0.0,0.0
4,1,EVT_20,-0.0,0.0
4,1,EVT_21,0.003898299441789283,0.003898299441789283
4,1,EVT_22,0.014976398504222744,0.014976398504222764
4,1,EVT_23,0.1706177128630224,0.1706177128630224
4,1,EVT_24,-0.0,0.0
4,1,EVT_25,0.3128489997325232,0.3128489997325232
4,1,EVT_26,-2.9103830456733704e-11,-2.9103830456733704e-11
4,1,EVT_27,-0.0,0.0
4,1,EVT_28,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,EVT_29,-0.0,0.0
4,1,EVT_30,-5.8207674791255215e-12,-5.820766091346741e-12
4,1,EVT_31,0.16978049144381657,0.16978049144381657
4,1,EVT_32,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,EVT_33,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,EVT_34,0.0014443200000095573,0.0014443200000095573
4,1,EVT_35,-0.0,0.0
4,1,EVT_36,0.003898300000582826,0.003898300000582826
4,1,EVT_37,0.03508470000524539,0.03508470000524539
4,1,EVT_38,0.008915398883982562,0.008915398883982559
4,1,EVT_39,-2.3283064365386964e-11,-2.3283064365386964e-11
4,1,EVT_40,-0.0,0.0
4,1,EVT_41,-4.074536263942718e-11,-4.074536263942718e-11
4,1,EVT_42,-1.7462298274040225e-11,-1.7462298274040225e-11
4,1,EVT_43,-0.0,0.0
4,1,EVT_44,-4.074535847609084e-11,-4.074536263942718e-11
