state,rel_inv,island,H,soc_aux
state_73,42,0,2,0.0
state_73,43,0,2,0.0
state_73,44,0,2,0.0
state_73,45,0,2,0.0
state_73,46,0,2,0.0
state_73,47,0,2,0.0
state_73,48,0,2,0.0
state_73,49,0,2,0.0
state_73,50,0,2,0.0
state_73,51,0,2,0.0
state_73,52,0,2,0.0
state_73,53,0,2,0.0
state_73,54,0,2,0.0
state_73,55,0,2,0.0
state_73,56,0,2,0.0
state_73,57,0,2,0.0
state_73,58,0,2,0.0
state_73,59,0,2,0.0
state_73,60,0,2,0.0
state_73,61,0,2,0.0
state_73,62,0,2,0.0
state_73,63,0,2,0.0
state_76,0,0,2,0.0
state_76,0,2,26,0.0
state_76,1,0,2,0.0
state_76,1,2,26,0.0
state_76,2,0,2,0.0
state_76,2,2,26,0.0
state_76,3,0,2,0.0
state_76,3,2,26,0.0
state_76,4,0,2,0.0
state_76,5,0,2,0.0
state_76,6,0,2,0.0
state_76,7,0,2,0.0
state_76,8,0,2,0.0
state_76,9,0,2,0.0
state_76,10,0,2,0.0
state_76,11,0,2,0.0
state_76,12,0,2,0.0
state_76,13,0,2,0.0
state_76,14,0,2,0.0
state_76,15,0,2,0.0
state_76,16,0,2,0.0
state_76,17,0,2,0.0
state_76,18,0,2,0.0
state_76,19,0,2,0.0
state_76,20,0,2,0.0
state_76,21,0,2,0.0
state_76,22,0,2,0.0
state_76,23,0,2,0.0
state_76,24,0,2,0.0
state_76,25,0,2,0.0
state_76,26,0,2,0.0
state_76,27,0,2,0.0
state_76,28,0,2,0.0
state_76,29,0,2,0.0
state_76,30,0,2,0.0
state_76,31,0,2,0.0
state_76,32,0,2,0.0
state_76,33,0,2,0.0
state_76,34,0,2,0.0
state_76,35,0,2,0.0
state_76,36,0,2,0.0
state_76,37,0,2,0.0
state_76,38,0,2,0.0
state_76,39,0,2,0.0
state_76,40,0,2,0.0
state_76,41,0,2,0.0
state_76,42,0,2,0.0
state_76,43,0,2,0.0
state_76,44,0,2,0.0
state_76,45,0,2,0.0
state_76,46,0,2,0.0
state_76,47,0,2,0.0
state_76,48,0,2,0.0
state_76,49,0,2,0.0
state_76,50,0,2,0.0
state_76,51,0,2,0.0
state_76,52,0,2,0.0
state_76,53,0,2,0.0
state_76,54,0,2,0.0
state_76,55,0,2,0.0
state_76,56,0,2,0.0
state_76,57,0,2,0.0
state_76,58,0,2,0.0
state_76,59,0,2,0.0
state_76,60,0,2,0.0
state_76,61,0,2,0.0
state_76,62,0,2,0.0
state_76,63,0,2,0.0
state_77,0,0,2,0.0
state_77,0,0,19,0.0
state_77,0,0,20,0.0
state_77,0,0,26,0.0
state_77,1,0,2,0.0
state_77,1,0,19,0.0
state_77,1,0,20,0.0
state_77,1,0,26,0.0
state_77,2,0,2,0.0
state_77,2,0,19,0.0
state_77,2,0,20,0.0
state_77,2,0,26,0.0
state_77,3,0,2,0.0
state_77,3,0,19,0.0
state_77,3,0,20,0.0
state_77,3,0,26,0.0
state_77,4,0,2,0.0
state_77,4,0,19,0.0
state_77,4,0,20,0.0
state_77,4,0,26,0.0
state_77,5,0,2,0.0
state_77,5,0,19,0.0
state_77,5,0,20,0.0
state_77,5,0,26,0.0
state_77,6,0,2,0.0
state_77,6,0,19,0.0
state_77,6,0,20,0.0
state_77,6,0,26,0.0
state_77,7,0,2,0.0
state_77,7,0,19,0.0
state_77,7,0,20,0.0
state_77,7,0,26,0.0
state_77,8,0,2,0.0
state_77,8,0,19,0.0
state_77,8,0,20,0.0
state_77,8,0,26,0.0
state_77,9,0,2,0.0
state_77,9,0,19,0.0
state_77,9,0,20,0.0
state_77,9,0,26,0.0
state_77,10,0,2,0.0
state_77,10,0,19,0.0
state_77,10,0,20,0.0
state_77,10,0,26,0.0
state_77,11,0,2,0.0
state_77,11,0,19,0.0
state_77,11,0,20,0.0
state_77,11,0,26,0.0
state_77,12,0,2,0.0
state_77,12,0,19,0.0
state_77,12,0,20,0.0
state_77,12,0,26,0.0
state_77,13,0,2,0.0
state_77,13,0,19,0.0
state_77,13,0,20,0.0
state_77,13,0,26,0.0
state_77,14,0,2,0.0
state_77,14,0,19,0.0
state_77,14,0,20,0.0
state_77,14,0,26,0.0
state_77,15,0,2,0.0
state_77,15,0,19,0.0
state_77,15,0,20,0.0
state_77,15,0,26,0.0
