state,rel_inv,island,H,soc_aux
state_65,37,0,19,0.0
state_65,37,0,20,0.0
state_65,38,0,19,0.0
state_65,38,0,20,0.0
state_65,39,0,19,0.0
state_65,39,0,20,0.0
state_65,40,0,19,0.0
state_65,40,0,20,0.0
state_65,41,0,19,0.0
state_65,41,0,20,0.0
state_65,42,0,19,0.0
state_65,42,0,20,0.0
state_65,43,0,19,0.0
state_65,43,0,20,0.0
state_65,44,0,19,0.0
state_65,44,0,20,0.0
state_65,45,0,19,0.0
state_65,45,0,20,0.0
state_65,46,0,19,0.0
state_65,46,0,20,0.0
state_65,47,0,19,0.0
state_65,47,0,20,0.0
state_65,48,0,19,0.0
state_65,48,0,20,0.0
state_65,49,0,19,0.0
state_65,49,0,20,0.0
state_65,50,0,19,0.0
state_65,50,0,20,0.0
state_65,51,0,19,0.0
state_65,51,0,20,0.0
state_65,52,0,19,0.0
state_65,52,0,20,0.0
state_65,53,0,19,0.0
state_65,53,0,20,0.0
state_65,54,0,19,0.0
state_65,54,0,20,0.0
state_65,55,0,19,0.0
state_65,55,0,20,0.0
state_65,56,0,19,0.0
state_65,56,0,20,0.0
state_65,57,0,19,0.0
state_65,57,0,20,0.0
state_65,58,0,19,0.0
state_65,58,0,20,0.0
state_65,59,0,19,0.0
state_65,59,0,20,0.0
state_65,60,0,19,0.0
state_65,60,0,20,0.0
state_65,61,0,19,0.0
state_65,61,0,20,0.0
state_65,62,0,19,0.0
state_65,62,0,20,0.0
state_65,63,0,19,0.0
state_65,63,0,20,0.0
state_65,64,0,19,0.0
state_65,64,0,20,0.0
state_65,65,0,19,0.0
state_65,65,0,20,0.0
state_65,66,0,19,0.0
state_65,66,0,20,0.0
state_65,67,0,19,0.0
state_65,67,0,20,0.0
state_65,68,0,19,0.0
state_65,68,0,20,0.0
state_65,69,0,19,0.0
state_65,69,0,20,0.0
state_65,70,0,19,0.0
state_65,70,0,20,0.0
state_65,71,0,19,0.0
state_65,71,0,20,0.0
state_65,72,0,19,0.0
state_65,72,0,20,0.0
state_65,73,0,19,0.0
state_65,73,0,20,0.0
state_65,74,0,19,0.0
state_65,74,0,20,0.0
state_65,75,0,19,0.0
state_65,75,0,20,0.0
state_65,76,0,19,0.0
state_65,76,0,20,0.0
state_65,77,0,19,0.0
state_65,77,0,20,0.0
state_65,78,0,19,0.0
state_65,78,0,20,0.0
state_65,79,0,19,0.0
state_65,79,0,20,0.0
state_65,80,0,19,0.0
state_65,80,0,20,0.0
state_65,81,0,19,0.0
state_65,81,0,20,0.0
state_65,82,0,19,0.0
state_65,82,0,20,0.0
state_65,83,0,19,0.0
state_65,83,0,20,0.0
state_65,84,0,19,0.0
state_65,84,0,20,0.0
state_65,85,0,19,0.0
state_65,85,0,20,0.0
state_65,86,0,19,0.0
state_65,86,0,20,0.0
state_65,87,0,19,0.0
state_65,87,0,20,0.0
state_65,88,0,19,0.0
state_65,88,0,20,0.0
state_65,89,0,19,0.0
state_65,89,0,20,0.0
state_65,90,0,19,0.0
state_65,90,0,20,0.0
state_65,91,0,19,0.0
state_65,91,0,20,0.0
state_65,92,0,19,0.0
state_65,92,0,20,0.0
state_65,93,0,19,0.0
state_65,93,0,20,0.0
state_65,94,0,19,0.0
state_65,94,0,20,0.0
state_65,95,0,19,0.0
state_65,95,0,20,0.0
state_65,96,0,19,0.0
state_65,96,0,20,0.0
state_65,97,0,19,0.0
state_65,97,0,20,0.0
state_65,98,0,19,0.0
state_65,98,0,20,0.0
state_65,99,0,19,0.0
state_65,99,0,20,0.0
state_65,100,0,19,0.0
state_65,100,0,20,0.0
state_65,101,0,19,0.0
state_65,101,0,20,0.0
state_65,102,0,19,0.0
state_65,102,0,20,0.0
state_65,103,0,19,0.0
state_65,103,0,20,0.0
state_65,104,0,19,0.0
state_65,104,0,20,0.0
state_65,105,0,19,0.0
state_65,105,0,20,0.0
state_65,106,0,19,0.0
state_65,106,0,20,0.0
state_65,107,0,19,0.0
state_65,107,0,20,0.0
state_65,108,0,19,0.0
state_65,108,0,20,0.0
state_65,109,0,19,0.0
state_65,109,0,20,0.0
state_65,110,0,19,0.0
state_65,110,0,20,0.0
state_65,111,0,19,0.0
state_65,111,0,20,0.0
state_65,112,0,19,0.0
state_65,112,0,20,0.0
state_65,113,0,19,0.0
state_65,113,0,20,0.0
state_65,114,0,19,0.0
state_65,114,0,20,0.0
state_65,115,0,19,0.0
state_65,115,0,20,0.0
state_65,116,0,19,0.0
state_65,116,0,20,0.0
state_65,117,0,19,0.0
state_65,117,0,20,0.0
state_65,118,0,19,0.0
state_65,118,0,20,0.0
state_65,119,0,19,0.0
state_65,119,0,20,0.0
state_65,120,0,19,0.0
state_65,120,0,20,0.0
state_65,121,0,19,0.0
state_65,121,0,20,0.0
state_65,122,0,19,0.0
state_65,122,0,20,0.0
state_65,123,0,19,0.0
state_65,123,0,20,0.0
state_65,124,0,19,0.0
state_65,124,0,20,0.0
state_65,125,0,19,0.0
state_65,125,0,20,0.0
state_65,126,0,19,0.0
state_65,126,0,20,0.0
state_65,127,0,19,0.0
state_65,127,0,20,0.0
state_65,128,0,19,0.0
state_65,128,0,20,0.0
state_65,129,0,19,0.0
state_65,129,0,20,0.0
state_65,130,0,19,0.0
state_65,130,0,20,0.0
state_65,131,0,19,0.0
state_65,131,0,20,0.0
state_65,132,0,19,0.0
state_65,132,0,20,0.0
state_65,133,0,19,0.0
state_65,133,0,20,0.0
state_65,134,0,19,0.0
state_65,134,0,20,0.0
state_65,135,0,19,0.0
state_65,135,0,20,0.0
state_65,136,0,19,0.0
state_65,136,0,20,0.0
state_65,137,0,19,0.0
state_65,137,0,20,0.0
state_65,138,0,19,0.0
state_65,138,0,20,0.0
state_65,139,0,19,0.0
state_65,139,0,20,0.0
state_65,140,0,19,0.0
state_65,140,0,20,0.0
state_65,141,0,19,0.0
state_65,141,0,20,0.0
state_65,142,0,19,0.0
state_65,142,0,20,0.0
state_65,143,0,19,0.0
state_65,143,0,20,0.0
state_65,144,0,19,0.0
state_65,144,0,20,0.0
state_65,145,0,19,0.0
state_65,145,0,20,0.0
state_65,146,0,19,0.0
state_65,146,0,20,0.0
state_65,147,0,19,0.0
state_65,147,0,20,0.0
state_65,148,0,19,0.0
state_65,148,0,20,0.0
state_65,149,0,19,0.0
state_65,149,0,20,0.0
state_65,150,0,19,0.0
state_65,150,0,20,0.0
state_65,151,0,19,0.0
state_65,151,0,20,0.0
state_65,152,0,19,0.0
state_65,152,0,20,0.0
state_65,153,0,19,0.0
state_65,153,0,20,0.0
state_65,154,0,19,0.0
state_65,154,0,20,0.0
state_65,155,0,19,0.0
state_65,155,0,20,0.0
state_65,156,0,19,0.0
state_65,156,0,20,0.0
state_65,157,0,19,0.0
state_65,157,0,20,0.0
state_65,158,0,19,0.0
state_65,158,0,20,0.0
state_65,159,0,19,0.0
state_65,159,0,20,0.0
state_65,160,0,19,0.0
state_65,160,0,20,0.0
state_65,161,0,19,0.0
state_65,161,0,20,0.0
state_65,162,0,19,0.0
state_65,162,0,20,0.0
state_65,163,0,19,0.0
state_65,163,0,20,0.0
state_65,164,0,19,0.0
state_65,164,0,20,0.0
state_65,165,0,19,0.0
state_65,165,0,20,0.0
state_65,166,0,19,0.0
state_65,166,0,20,0.0
state_65,167,0,19,0.0
state_65,167,0,20,0.0
state_65,168,0,19,0.0
state_65,168,0,20,0.0
state_65,169,0,19,0.0
state_65,169,0,20,0.0
state_65,170,0,19,0.0
state_65,170,0,20,0.0
state_65,171,0,19,0.0
state_65,171,0,20,0.0
state_65,172,0,19,0.0
state_65,172,0,20,0.0
state_65,173,0,19,0.0
state_65,173,0,20,0.0
state_65,174,0,19,0.0
state_65,174,0,20,0.0
state_65,175,0,19,0.0
state_65,175,0,20,0.0
state_65,176,0,19,0.0
state_65,176,0,20,0.0
state_65,177,0,19,0.0
state_65,177,0,20,0.0
state_65,178,0,19,0.0
state_65,178,0,20,0.0
state_65,179,0,19,0.0
state_65,179,0,20,0.0
state_65,180,0,19,0.0
state_65,180,0,20,0.0
state_65,181,0,19,0.0
state_65,181,0,20,0.0
state_65,182,0,19,0.0
state_65,182,0,20,0.0
state_65,183,0,19,0.0
state_65,183,0,20,0.0
state_65,184,0,19,0.0
state_65,184,0,20,0.0
state_65,185,0,19,0.0
state_65,185,0,20,0.0
state_65,186,0,19,0.0
state_65,186,0,20,0.0
state_65,187,0,19,0.0
state_65,187,0,20,0.0
state_65,188,0,19,0.0
state_65,188,0,20,0.0
state_65,189,0,19,0.0
state_65,189,0,20,0.0
state_65,190,0,19,0.0
state_65,190,0,20,0.0
state_65,191,0,19,0.0
state_65,191,0,20,0.0
state_65,192,0,19,0.0
state_65,192,0,20,0.0
state_65,193,0,19,0.0
state_65,193,0,20,0.0
state_65,194,0,19,0.0
state_65,194,0,20,0.0
state_65,195,0,19,0.0
state_65,195,0,20,0.0
state_65,196,0,19,0.0
state_65,196,0,20,0.0
state_65,197,0,19,0.0
state_65,197,0,20,0.0
state_65,198,0,19,0.0
state_65,198,0,20,0.0
state_65,199,0,19,0.0
state_65,199,0,20,0.0
state_65,200,0,19,0.0
state_65,200,0,20,0.0
state_65,201,0,19,0.0
state_65,201,0,20,0.0
state_65,202,0,19,0.0
state_65,202,0,20,0.0
state_65,203,0,19,0.0
state_65,203,0,20,0.0
state_65,204,0,19,0.0
state_65,204,0,20,0.0
state_65,205,0,19,0.0
state_65,205,0,20,0.0
state_65,206,0,19,0.0
state_65,206,0,20,0.0
state_65,207,0,19,0.0
state_65,207,0,20,0.0
state_65,208,0,19,0.0
state_65,208,0,20,0.0
state_65,209,0,19,0.0
state_65,209,0,20,0.0
state_65,210,0,19,0.0
state_65,210,0,20,0.0
state_65,211,0,19,0.0
state_65,211,0,20,0.0
state_65,212,0,19,0.0
state_65,212,0,20,0.0
state_65,213,0,19,0.0
state_65,213,0,20,0.0
state_65,214,0,19,0.0
state_65,214,0,20,0.0
state_65,215,0,19,0.0
state_65,215,0,20,0.0
state_65,216,0,19,0.0
state_65,216,0,20,0.0
state_65,217,0,19,0.0
state_65,217,0,20,0.0
state_65,218,0,19,0.0
state_65,218,0,20,0.0
state_65,219,0,19,0.0
state_65,219,0,20,0.0
state_65,220,0,19,0.0
state_65,220,0,20,0.0
state_65,221,0,19,0.0
state_65,221,0,20,0.0
state_65,222,0,19,0.0
state_65,222,0,20,0.0
state_65,223,0,19,0.0
state_65,223,0,20,0.0
state_65,224,0,19,0.0
state_65,224,0,20,0.0
state_65,225,0,19,0.0
state_65,225,0,20,0.0
state_65,226,0,19,0.0
state_65,226,0,20,0.0
state_65,227,0,19,0.0
state_65,227,0,20,0.0
state_65,228,0,19,0.0
state_65,228,0,20,0.0
state_65,229,0,19,0.0
state_65,229,0,20,0.0
state_65,230,0,19,0.0
state_65,230,0,20,0.0
state_65,231,0,19,0.0
state_65,231,0,20,0.0
state_65,232,0,19,0.0
state_65,232,0,20,0.0
state_65,233,0,19,0.0
state_65,233,0,20,0.0
state_65,234,0,19,0.0
state_65,234,0,20,0.0
state_65,235,0,19,0.0
state_65,235,0,20,0.0
state_65,236,0,19,0.0
state_65,236,0,20,0.0
state_65,237,0,19,0.0
state_65,237,0,20,0.0
state_65,238,0,19,0.0
state_65,238,0,20,0.0
state_65,239,0,19,0.0
state_65,239,0,20,0.0
state_65,240,0,19,0.0
state_65,240,0,20,0.0
state_65,241,0,19,0.0
state_65,241,0,20,0.0
state_65,242,0,19,0.0
state_65,242,0,20,0.0
state_65,243,0,19,0.0
state_65,243,0,20,0.0
state_65,244,0,19,0.0
state_65,244,0,20,0.0
state_65,245,0,19,0.0
state_65,245,0,20,0.0
state_65,246,0,19,0.0
state_65,246,0,20,0.0
state_65,247,0,19,0.0
state_65,247,0,20,0.0
state_65,248,0,19,0.0
state_65,248,0,20,0.0
state_65,249,0,19,0.0
state_65,249,0,20,0.0
state_65,250,0,19,0.0
state_65,250,0,20,0.0
state_65,251,0,19,0.0
state_65,251,0,20,0.0
state_65,252,0,19,0.0
state_65,252,0,20,0.0
state_65,253,0,19,0.0
state_65,253,0,20,0.0
state_65,254,0,19,0.0
state_65,254,0,20,0.0
state_65,255,0,19,0.0
state_65,255,0,20,0.0
state_66,0,0,2,0.0
state_66,0,0,26,-6.111804395914078e-10
state_66,1,0,2,0.0
state_66,1,0,26,0.0
state_66,2,0,2,0.0
state_66,2,0,26,0.0
state_66,3,0,2,0.0
state_66,3,0,26,0.0
state_69,0,1,19,0.0
state_69,0,1,20,0.0
state_69,1,0,19,0.0
state_69,1,0,20,0.0
state_69,2,0,19,0.0
state_69,2,0,20,0.0
state_69,3,0,19,0.0
state_69,3,0,20,0.0
state_69,4,0,19,0.0
state_69,4,0,20,0.0
state_69,5,0,19,0.0
state_69,5,0,20,0.0
state_69,6,0,19,0.0
state_69,6,0,20,0.0
state_69,7,0,19,0.0
state_69,7,0,20,0.0
state_69,8,0,19,0.0
state_69,8,0,20,0.0
state_69,9,0,19,0.0
state_69,9,0,20,0.0
state_69,10,0,19,0.0
state_69,10,0,20,0.0
state_69,11,0,19,0.0
state_69,11,0,20,0.0
state_69,12,0,19,0.0
state_69,12,0,20,0.0
state_69,13,0,19,0.0
state_69,13,0,20,0.0
state_69,14,0,19,0.0
state_69,14,0,20,0.0
state_69,15,0,19,0.0
state_69,15,0,20,0.0
state_69,16,0,19,0.0
state_69,16,0,20,0.0
state_69,17,0,19,0.0
state_69,17,0,20,0.0
state_69,18,0,19,0.0
state_69,18,0,20,0.0
state_69,19,0,19,0.0
state_69,19,0,20,0.0
state_69,20,0,19,0.0
state_69,20,0,20,0.0
state_69,21,0,19,0.0
state_69,21,0,20,0.0
state_69,22,0,19,0.0
state_69,22,0,20,0.0
state_69,23,0,19,0.0
state_69,23,0,20,0.0
state_69,24,0,19,0.0
state_69,24,0,20,0.0
state_69,25,0,19,0.0
state_69,25,0,20,0.0
state_69,26,0,19,0.0
state_69,26,0,20,0.0
state_69,27,0,19,0.0
state_69,27,0,20,0.0
state_69,28,0,19,0.0
state_69,28,0,20,0.0
state_69,29,0,19,0.0
state_69,29,0,20,0.0
state_69,30,0,19,0.0
state_69,30,0,20,0.0
state_69,31,0,19,0.0
state_69,31,0,20,0.0
state_69,32,0,19,0.0
state_69,32,0,20,0.0
state_69,33,0,19,0.0
state_69,33,0,20,0.0
state_69,34,0,19,0.0
state_69,34,0,20,0.0
state_69,35,0,19,0.0
state_69,35,0,20,0.0
state_69,36,0,19,0.0
state_69,36,0,20,0.0
state_69,37,0,19,0.0
state_69,37,0,20,0.0
state_69,38,0,19,0.0
state_69,38,0,20,0.0
state_69,39,0,19,0.0
state_69,39,0,20,0.0
state_69,40,0,19,0.0
state_69,40,0,20,0.0
state_69,41,0,19,0.0
state_69,41,0,20,0.0
state_69,42,0,19,0.0
state_69,42,0,20,0.0
state_69,43,0,19,0.0
state_69,43,0,20,0.0
state_69,44,0,19,0.0
state_69,44,0,20,0.0
state_69,45,0,19,0.0
state_69,45,0,20,0.0
state_69,46,0,19,0.0
state_69,46,0,20,0.0
state_69,47,0,19,0.0
state_69,47,0,20,0.0
state_69,48,0,19,0.0
state_69,48,0,20,0.0
state_69,49,0,19,0.0
state_69,49,0,20,0.0
state_69,50,0,19,0.0
state_69,50,0,20,0.0
state_69,51,0,19,0.0
state_69,51,0,20,0.0
state_69,52,0,19,0.0
state_69,52,0,20,0.0
state_69,53,0,19,0.0
state_69,53,0,20,0.0
state_69,54,0,19,0.0
state_69,54,0,20,0.0
state_69,55,0,19,0.0
state_69,55,0,20,0.0
state_69,56,0,19,0.0
state_69,56,0,20,0.0
state_69,57,0,19,0.0
state_69,57,0,20,0.0
state_69,58,0,19,0.0
state_69,58,0,20,0.0
state_69,59,0,19,0.0
state_69,59,0,20,0.0
state_69,60,0,19,0.0
state_69,60,0,20,0.0
state_69,61,0,19,0.0
state_69,61,0,20,0.0
state_69,62,0,19,0.0
state_69,62,0,20,0.0
state_69,63,0,19,0.0
state_69,63,0,20,0.0
state_69,64,0,19,0.0
state_69,64,0,20,0.0
state_69,65,0,19,0.0
state_69,65,0,20,0.0
state_69,66,0,19,0.0
state_69,66,0,20,0.0
state_69,67,0,19,0.0
state_69,67,0,20,0.0
state_69,68,0,19,0.0
state_69,68,0,20,0.0
state_69,69,0,19,0.0
state_69,69,0,20,0.0
state_69,70,0,19,0.0
state_69,70,0,20,0.0
state_69,71,0,19,0.0
state_69,71,0,20,0.0
state_69,72,0,19,0.0
state_69,72,0,20,0.0
state_69,73,0,19,0.0
state_69,73,0,20,0.0
state_69,74,0,19,0.0
state_69,74,0,20,0.0
state_69,75,0,19,0.0
state_69,75,0,20,0.0
state_69,76,0,19,0.0
state_69,76,0,20,0.0
state_69,77,0,19,0.0
state_69,77,0,20,0.0
state_69,78,0,19,0.0
state_69,78,0,20,0.0
state_69,79,0,19,0.0
state_69,79,0,20,0.0
state_69,80,0,19,0.0
state_69,80,0,20,0.0
state_69,81,0,19,0.0
state_69,81,0,20,0.0
state_69,82,0,19,0.0
state_69,82,0,20,0.0
state_69,83,0,19,0.0
state_69,83,0,20,0.0
state_69,84,0,19,0.0
state_69,84,0,20,0.0
state_69,85,0,19,0.0
state_69,85,0,20,0.0
state_69,86,0,19,0.0
state_69,86,0,20,0.0
state_69,87,0,19,0.0
state_69,87,0,20,0.0
state_69,88,0,19,0.0
state_69,88,0,20,0.0
state_69,89,0,19,0.0
state_69,89,0,20,0.0
state_69,90,0,19,0.0
state_69,90,0,20,0.0
state_69,91,0,19,0.0
state_69,91,0,20,0.0
state_69,92,0,19,0.0
state_69,92,0,20,0.0
state_69,93,0,19,0.0
state_69,93,0,20,0.0
state_69,94,0,19,0.0
state_69,94,0,20,0.0
state_69,95,0,19,0.0
state_69,95,0,20,0.0
state_69,96,0,19,0.0
state_69,96,0,20,0.09745750001457054
state_69,97,0,19,0.0
state_69,97,0,20,0.0
state_69,98,0,19,0.0
state_69,98,0,20,0.0
state_69,99,0,19,0.0
state_69,99,0,20,0.0
state_69,100,0,19,0.0
state_69,100,0,20,0.0
state_69,101,0,19,0.0
state_69,101,0,20,0.0
state_69,102,0,19,0.0
state_69,102,0,20,0.0
state_69,103,0,19,0.0
state_69,103,0,20,0.0
state_69,104,0,19,0.0
state_69,104,0,20,0.0
state_69,105,0,19,0.0
state_69,105,0,20,0.0
state_69,106,0,19,0.0
state_69,106,0,20,0.0
state_69,107,0,19,0.0
state_69,107,0,20,0.0
state_69,108,0,19,0.0
state_69,108,0,20,0.0
state_69,109,0,19,0.0
state_69,109,0,20,0.0
state_69,110,0,19,0.0
state_69,110,0,20,0.0
state_69,111,0,19,0.0
state_69,111,0,20,0.0
state_69,112,0,19,0.0
state_69,112,0,20,0.0
state_69,113,0,19,0.0
state_69,113,0,20,0.0
state_69,114,0,19,0.0
state_69,114,0,20,0.0
state_69,115,0,19,0.0
state_69,115,0,20,0.0
state_69,116,0,19,0.0
state_69,116,0,20,0.0
state_69,117,0,19,0.0
state_69,117,0,20,0.0
state_69,118,0,19,0.0
state_69,118,0,20,0.0
state_69,119,0,19,0.0
state_69,119,0,20,0.0
state_69,120,0,19,0.0
state_69,120,0,20,0.0
state_69,121,0,19,0.0
state_69,121,0,20,0.0
state_69,122,0,19,0.0
state_69,122,0,20,0.0
state_69,123,0,19,0.0
state_69,123,0,20,0.0
state_69,124,0,19,0.0
state_69,124,0,20,0.0
state_69,125,0,19,0.0
state_69,125,0,20,0.0
state_69,126,0,19,0.0
state_69,126,0,20,0.0
state_69,127,0,19,0.0
state_69,127,0,20,0.0
state_72,0,0,26,0.0
state_72,1,0,26,0.10110240000067305
state_72,2,0,26,0.0
state_72,3,0,26,0.0
state_73,0,0,2,0.0
state_73,0,1,26,0.0
state_73,1,0,2,0.0
state_73,2,0,2,0.0
state_73,3,0,2,0.0
state_73,4,0,2,0.0
state_73,5,0,2,0.0
state_73,6,0,2,0.0
state_73,7,0,2,0.0
state_73,8,0,2,0.0
state_73,9,0,2,0.0
state_73,10,0,2,0.0
state_73,11,0,2,0.0
state_73,12,0,2,0.0
state_73,13,0,2,0.0
state_73,14,0,2,0.0
state_73,15,0,2,0.0
state_73,16,0,2,0.0
state_73,17,0,2,0.0
state_73,18,0,2,0.0
state_73,19,0,2,0.0
state_73,20,0,2,0.0
state_73,21,0,2,0.0
state_73,22,0,2,0.0
state_73,23,0,2,0.0
state_73,24,0,2,0.0
state_73,25,0,2,0.0
state_73,26,0,2,0.0
state_73,27,0,2,0.0
state_73,28,0,2,0.0
state_73,29,0,2,0.0
state_73,30,0,2,0.0
state_73,31,0,2,0.0
state_73,32,0,2,0.0
state_73,33,0,2,0.0
state_73,34,0,2,0.0
state_73,35,0,2,0.0
state_73,36,0,2,0.0
state_73,37,0,2,0.0
state_73,38,0,2,0.0
state_73,39,0,2,0.0
state_73,40,0,2,0.0
state_73,41,0,2,0.0
