N,T,D,v
10,18,3,1.0358501730109202
10,19,0,1.03363504339177
10,19,1,1.03363504339177
10,19,2,1.0303620520701238
10,19,3,0.9723427650521818
10,20,0,1.0369080347134156
10,20,1,0.9779284563152272
10,20,2,0.9723427650521818
10,20,3,1.0369080347134156
10,21,0,0.9723427650521818
10,21,1,1.03363504339177
10,21,2,0.9723427650521818
10,21,3,0.9723427650521818
10,22,0,0.9667570737891374
10,22,1,0.9667570737891374
10,22,2,0.9667570737891374
10,22,3,1.0401810260350621
10,23,0,0.9667570737891374
10,23,1,0.9667570737891374
10,23,2,0.9667570737891374
10,23,3,1.0401810260350621
11,0,0,1.0370735610547053
11,0,1,1.0370735610547053
11,0,2,1.0370735610547053
11,0,3,1.0370735610547053
11,1,0,1.0370735610547053
11,1,1,1.0370735610547053
11,1,2,1.0370735610547053
11,1,3,1.0370735610547053
11,2,0,1.0370735610547053
11,2,1,1.0370735610547053
11,2,2,1.0370735610547053
11,2,3,1.0370735610547053
11,3,0,1.0370735610547053
11,3,1,1.0370735610547053
11,3,2,1.0370735610547053
11,3,3,1.0370735610547053
11,4,0,1.0370735610547053
11,4,1,1.0370735610547053
11,4,2,1.0370735610547053
11,4,3,1.0370735610547053
11,5,0,1.0241471221094105
11,5,1,0.9643411155426888
11,5,2,0.9648156452210978
11,5,3,1.030610341582058
11,6,0,0.9595818524481758
11,6,1,1.0241471221094105
11,6,2,1.0176839026367628
11,6,3,0.9571863893361323
11,7,0,0.9595818524481758
11,7,1,1.0241471221094105
11,7,2,1.0176839026367628
11,7,3,0.9571863893361323
11,8,0,0.9595818524481758
11,8,1,1.0241471221094105
11,8,2,1.0176839026367628
11,8,3,0.9571863893361323
11,9,0,0.9816574643371396
11,9,1,0.9797593456235036
11,9,2,1.0112206831641153
11,9,3,1.0241471221094105
11,10,0,0.9715591680083958
11,10,1,1.0176839026367628
11,10,2,1.0112206831641153
11,10,3,0.9595818524481758
11,11,0,0.9715591680083958
11,11,1,1.0176839026367628
11,11,2,1.0112206831641153
11,11,3,0.9595818524481758
11,12,0,0.9715591680083958
11,12,1,1.0176839026367628
11,12,2,1.0112206831641153
11,12,3,0.9595818524481758
11,13,0,0.9739546311204395
11,13,1,0.9643727786722638
11,13,2,0.9667682417843079
11,13,3,1.0176839026367628
11,14,0,0.9739546311204395
11,14,1,0.9643727786722638
11,14,2,0.9667682417843079
11,14,3,0.96197731556022
11,15,0,0.9739546311204395
11,15,1,0.9643727786722638
11,15,2,0.9667682417843079
11,15,3,0.96197731556022
11,16,0,0.9739546311204395
11,16,1,0.9643727786722638
11,16,2,0.9667682417843079
11,16,3,0.96197731556022
11,17,0,0.9739546311204395
11,17,1,0.9643727786722638
11,17,2,0.9667682417843079
11,17,3,0.96197731556022
11,18,0,1.0176839026367628
11,18,1,0.96197731556022
11,18,2,0.9643727786722638
11,18,3,1.0230892604069148
11,19,0,1.0176839026367628
11,19,1,1.0176839026367628
11,19,2,1.0112206831641153
11,19,3,0.9595818524481758
11,20,0,1.0241471221094105
11,20,1,0.96197731556022
11,20,2,0.9595818524481758
11,20,3,1.0241471221094105
11,21,0,0.9595818524481758
11,21,1,1.0176839026367628
11,21,2,0.9595818524481758
11,21,3,0.9595818524481758
11,22,0,0.9571863893361323
11,22,1,0.9571863893361323
11,22,2,0.9571863893361323
11,22,3,1.030610341582058
11,23,0,0.9571863893361323
11,23,1,0.9571863893361323
11,23,2,0.9571863893361323
11,23,3,1.030610341582058
12,0,0,1.0385885724482855
12,0,1,1.0385885724482855
12,0,2,1.0385885724482855
12,0,3,1.0385885724482855
12,1,0,1.0385885724482855
12,1,1,1.0385885724482855
12,1,2,1.0385885724482855
12,1,3,1.0385885724482855
12,2,0,1.0385885724482855
12,2,1,1.0385885724482855
12,2,2,1.0385885724482855
12,2,3,1.0385885724482855
12,3,0,1.0385885724482855
12,3,1,1.0385885724482855
12,3,2,1.0385885724482855
12,3,3,1.0385885724482855
12,4,0,1.0385885724482855
12,4,1,1.0385885724482855
12,4,2,1.0385885724482855
12,4,3,1.0385885724482855
12,5,0,1.027177144896571
12,5,1,0.9673711383298496
12,5,2,0.9686031737050487
12,5,3,1.0328828586724284
12,6,0,0.9626118752353364
12,6,1,1.027177144896571
12,6,2,1.0214714311207134
12,6,3,0.959458906426503
12,7,0,0.9626118752353364
12,7,1,1.027177144896571
12,7,2,1.0214714311207134
12,7,3,0.959458906426503
12,8,0,0.9626118752353364
12,8,1,1.027177144896571
12,8,2,1.0214714311207134
12,8,3,0.959458906426503
12,9,0,0.9884750156082505
12,9,1,0.9835468741074547
12,9,2,1.0157657173448562
12,9,3,1.027177144896571
12,10,0,0.9783767192795072
12,10,1,1.0214714311207134
12,10,2,1.0157657173448562
12,10,3,0.9626118752353364
12,11,0,0.9783767192795072
12,11,1,1.0214714311207134
12,11,2,1.0157657173448562
12,11,3,0.9626118752353364
12,12,0,0.9783767192795072
12,12,1,1.0214714311207134
12,12,2,1.0157657173448562
12,12,3,0.9626118752353364
12,13,0,0.9815296880883408
12,13,1,0.9689178128530046
12,13,2,0.972070781661839
12,13,3,1.0214714311207134
12,14,0,0.9815296880883408
12,14,1,0.9689178128530046
12,14,2,0.972070781661839
12,14,3,0.9657648440441708
12,15,0,0.9815296880883408
12,15,1,0.9689178128530046
12,15,2,0.972070781661839
12,15,3,0.9657648440441708
12,16,0,0.9815296880883408
12,16,1,0.9689178128530046
12,16,2,0.972070781661839
12,16,3,0.9657648440441708
12,17,0,0.9815296880883408
12,17,1,0.9689178128530046
12,17,2,0.972070781661839
12,17,3,0.9657648440441708
12,18,0,1.0214714311207134
12,18,1,0.9657648440441708
12,18,2,0.9689178128530046
12,18,3,1.0261192831940753
12,19,0,1.0214714311207134
12,19,1,1.0214714311207134
12,19,2,1.0157657173448562
12,19,3,0.9626118752353364
12,20,0,1.027177144896571
12,20,1,0.9657648440441708
12,20,2,0.9626118752353364
12,20,3,1.027177144896571
12,21,0,0.9626118752353364
12,21,1,1.0214714311207134
12,21,2,0.9626118752353364
12,21,3,0.9626118752353364
12,22,0,0.959458906426503
12,22,1,0.959458906426503
12,22,2,0.959458906426503
12,22,3,1.0328828586724284
12,23,0,0.959458906426503
12,23,1,0.959458906426503
12,23,2,0.959458906426503
12,23,3,1.0328828586724284
13,0,0,1.0418394555001373
13,0,1,1.0418394555001373
13,0,2,1.0418394555001373
13,0,3,1.0418394555001373
13,1,0,1.0418394555001373
13,1,1,1.0418394555001373
13,1,2,1.0418394555001373
13,1,3,1.0418394555001373
13,2,0,1.0418394555001373
13,2,1,1.0418394555001373
13,2,2,1.0418394555001373
13,2,3,1.0418394555001373
13,3,0,1.0418394555001373
13,3,1,1.0418394555001373
13,3,2,1.0418394555001373
13,3,3,1.0418394555001373
13,4,0,1.0418394555001373
13,4,1,1.0418394555001373
13,4,2,1.0418394555001373
13,4,3,1.0418394555001373
13,5,0,1.0336789110002746
13,5,1,0.9738729044335536
13,5,2,0.9767303813346787
13,5,3,1.037759183250206
13,6,0,0.9691136413390404
13,6,1,1.0336789110002746
13,6,2,1.0295986387503429
13,6,3,0.9643352310042812
13,7,0,0.9691136413390404
13,7,1,1.0336789110002746
13,7,2,1.0295986387503429
13,7,3,0.9643352310042812
13,8,0,0.9691136413390404
13,8,1,1.0336789110002746
13,8,2,1.0295986387503429
13,8,3,0.9643352310042812
13,9,0,1.0031039893415836
13,9,1,0.9916740817370848
13,9,2,1.0255183665004117
13,9,3,1.0336789110002746
13,10,0,0.9930056930128407
13,10,1,1.0295986387503429
13,10,2,1.0255183665004117
13,10,3,0.9691136413390404
13,11,0,0.9930056930128407
13,11,1,1.0295986387503429
13,11,2,1.0255183665004117
13,11,3,0.9691136413390404
13,12,0,0.9930056930128407
13,12,1,1.0295986387503429
13,12,2,1.0255183665004117
13,12,3,0.9691136413390404
13,13,0,0.9977841033476003
13,13,1,0.9786704620085603
13,13,2,0.9834488723433208
13,13,3,1.0295986387503429
13,14,0,0.9977841033476003
13,14,1,0.9786704620085603
13,14,2,0.9834488723433208
13,14,3,0.9738920516738007
13,15,0,0.9977841033476003
13,15,1,0.9786704620085603
13,15,2,0.9834488723433208
13,15,3,0.9738920516738007
13,16,0,0.9977841033476003
13,16,1,0.9786704620085603
13,16,2,0.9834488723433208
13,16,3,0.9738920516738007
13,17,0,0.9977841033476003
13,17,1,0.9786704620085603
13,17,2,0.9834488723433208
13,17,3,0.9738920516738007
13,18,0,1.0295986387503429
13,18,1,0.9738920516738007
13,18,2,0.9786704620085603
13,18,3,1.032621049297779
13,19,0,1.0295986387503429
13,19,1,1.0295986387503429
13,19,2,1.0255183665004117
13,19,3,0.9691136413390404
13,20,0,1.0336789110002746
13,20,1,0.9738920516738007
13,20,2,0.9691136413390404
13,20,3,1.0336789110002746
13,21,0,0.9691136413390404
13,21,1,1.0295986387503429
13,21,2,0.9691136413390404
13,21,3,0.9691136413390404
13,22,0,0.9643352310042812
13,22,1,0.9643352310042812
13,22,2,0.9643352310042812
13,22,3,1.037759183250206
13,23,0,0.9643352310042812
13,23,1,0.9643352310042812
13,23,2,0.9643352310042812
13,23,3,1.037759183250206
14,0,0,1.0336654106038958
14,0,1,1.0336654106038958
14,0,2,1.0336654106038958
14,0,3,1.0336654106038958
14,1,0,1.0336654106038958
14,1,1,1.0336654106038958
14,1,2,1.0336654106038958
14,1,3,1.0336654106038958
14,2,0,1.0336654106038958
14,2,1,1.0336654106038958
14,2,2,1.0336654106038958
14,2,3,1.0336654106038958
14,3,0,1.0336654106038958
14,3,1,1.0336654106038958
14,3,2,1.0336654106038958
14,3,3,1.0336654106038958
14,4,0,1.0336654106038958
14,4,1,1.0336654106038958
14,4,2,1.0336654106038958
14,4,3,1.0336654106038958
14,5,0,1.0173308212077918
14,5,1,0.9575248146410693
14,5,2,0.9562952690940736
14,5,3,1.025498115905844
14,6,0,0.9527655515465568
14,6,1,1.0173308212077918
14,6,2,1.0091635265097394
14,6,3,0.9520741636599176
14,7,0,0.9527655515465568
14,7,1,1.0173308212077918
14,7,2,1.0091635265097394
14,7,3,0.9520741636599176
14,8,0,0.9527655515465568
14,8,1,1.0173308212077918
14,8,2,1.0091635265097394
14,8,3,0.9520741636599176
14,9,0,0.9663207873084982
14,9,1,0.9712389694964794
14,9,2,1.0009962318116874
14,9,3,1.0173308212077918
14,10,0,0.9562224909797532
14,10,1,1.0091635265097394
14,10,2,1.0009962318116874
14,10,3,0.9527655515465568
14,11,0,0.9562224909797532
14,11,1,1.0091635265097394
14,11,2,1.0009962318116874
14,11,3,0.9527655515465568
14,12,0,0.9562224909797532
14,12,1,1.0091635265097394
14,12,2,1.0009962318116874
14,12,3,0.9527655515465568
14,13,0,0.9569138788663923
14,13,1,0.9541483273198355
14,13,2,0.9548397152064746
14,13,3,1.0091635265097394
14,14,0,0.9569138788663923
14,14,1,0.9541483273198355
14,14,2,0.9548397152064746
14,14,3,0.9534569394331962
14,15,0,0.9569138788663923
14,15,1,0.9541483273198355
14,15,2,0.9548397152064746
14,15,3,0.9534569394331962
14,16,0,0.9569138788663923
14,16,1,0.9541483273198355
14,16,2,0.9548397152064746
14,16,3,0.9534569394331962
14,17,0,0.9569138788663923
14,17,1,0.9541483273198355
14,17,2,0.9548397152064746
14,17,3,0.9534569394331962
14,18,0,1.0091635265097394
14,18,1,0.9534569394331962
14,18,2,0.9541483273198355
14,18,3,1.0162729595052962
14,19,0,1.0091635265097394
14,19,1,1.0091635265097394
14,19,2,1.0009962318116874
14,19,3,0.9527655515465568
14,20,0,1.0173308212077918
14,20,1,0.9534569394331962
14,20,2,0.9527655515465568
14,20,3,1.0173308212077918
14,21,0,0.9527655515465568
14,21,1,1.0091635265097394
14,21,2,0.9527655515465568
14,21,3,0.9527655515465568
14,22,0,0.9520741636599176
14,22,1,0.9520741636599176
14,22,2,0.9520741636599176
14,22,3,1.025498115905844
14,23,0,0.9520741636599176
14,23,1,0.9520741636599176
14,23,2,0.9520741636599176
14,23,3,1.025498115905844
15,0,0,1.032871597736955
15,0,1,1.032871597736955
15,0,2,1.032871597736955
15,0,3,1.032871597736955
15,1,0,1.032871597736955
15,1,1,1.032871597736955
15,1,2,1.032871597736955
15,1,3,1.032871597736955
15,2,0,1.032871597736955
15,2,1,1.032871597736955
15,2,2,1.032871597736955
15,2,3,1.032871597736955
15,3,0,1.032871597736955
15,3,1,1.032871597736955
15,3,2,1.032871597736955
15,3,3,1.032871597736955
15,4,0,1.032871597736955
15,4,1,1.032871597736955
15,4,2,1.032871597736955
15,4,3,1.032871597736955
15,5,0,1.0157431954739098
15,5,1,0.9559371889071873
15,5,2,0.9543107369267211
15,5,3,1.0243073966054326
15,6,0,0.9511779258126748
15,6,1,1.0157431954739098
15,6,2,1.0071789943423868
15,6,3,0.9508834443595061
15,7,0,0.9511779258126748
15,7,1,1.0157431954739098
15,7,2,1.0071789943423868
15,7,3,0.9508834443595061
15,8,0,0.9511779258126748
15,8,1,1.0157431954739098
15,8,2,1.0071789943423868
15,8,3,0.9508834443595061
15,9,0,0.9627486294072637
15,9,1,0.9692544373291269
15,9,2,0.9986147932108643
15,9,3,1.0157431954739098
15,10,0,0.9526503330785185
15,10,1,1.0071789943423868
15,10,2,0.9986147932108643
15,10,3,0.9511779258126748
15,11,0,0.9526503330785185
15,11,1,1.0071789943423868
15,11,2,0.9986147932108643
15,11,3,0.9511779258126748
15,12,0,0.9526503330785185
15,12,1,1.0071789943423868
15,12,2,0.9986147932108643
15,12,3,0.9511779258126748
15,13,0,0.9529448145316872
15,13,1,0.9517668887190124
15,13,2,0.9520613701721811
15,13,3,1.0071789943423868
15,14,0,0.9529448145316872
15,14,1,0.9517668887190124
15,14,2,0.9520613701721811
15,14,3,0.9514724072658437
15,15,0,0.9529448145316872
15,15,1,0.9517668887190124
15,15,2,0.9520613701721811
15,15,3,0.9514724072658437
15,16,0,0.9529448145316872
15,16,1,0.9517668887190124
15,16,2,0.9520613701721811
15,16,3,0.9514724072658437
15,17,0,0.9529448145316872
15,17,1,0.9517668887190124
15,17,2,0.9520613701721811
15,17,3,0.9514724072658437
15,18,0,1.0071789943423868
15,18,1,0.9514724072658437
15,18,2,0.9517668887190124
15,18,3,1.0146853337714141
15,19,0,1.0071789943423868
15,19,1,1.0071789943423868
15,19,2,0.9986147932108643
15,19,3,0.9511779258126748
15,20,0,1.0157431954739098
15,20,1,0.9514724072658437
15,20,2,0.9511779258126748
15,20,3,1.0157431954739098
15,21,0,0.9511779258126748
15,21,1,1.0071789943423868
15,21,2,0.9511779258126748
15,21,3,0.9511779258126748
15,22,0,0.9508834443595061
15,22,1,0.9508834443595061
15,22,2,0.9508834443595061
15,22,3,1.0243073966054326
15,23,0,0.9508834443595061
15,23,1,0.9508834443595061
15,23,2,0.9508834443595061
15,23,3,1.0243073966054326
16,0,0,1.032586938432483
16,0,1,1.032586938432483
16,0,2,1.032586938432483
16,0,3,1.032586938432483
16,1,0,1.032586938432483
16,1,1,1.032586938432483
16,1,2,1.032586938432483
16,1,3,1.032586938432483
16,2,0,1.032586938432483
16,2,1,1.032586938432483
16,2,2,1.032586938432483
16,2,3,1.032586938432483
16,3,0,1.032586938432483
16,3,1,1.032586938432483
16,3,2,1.032586938432483
16,3,3,1.032586938432483
16,4,0,1.032586938432483
16,4,1,1.032586938432483
16,4,2,1.032586938432483
16,4,3,1.032586938432483
16,5,0,1.015173876864966
16,5,1,0.9553678702982434
16,5,2,0.9535990886655413
16,5,3,1.0238804076487247
16,6,0,0.9506086072037311
16,6,1,1.015173876864966
16,6,2,1.0064673460812072
16,6,3,0.9504564554027983
16,7,0,0.9506086072037311
16,7,1,1.015173876864966
16,7,2,1.0064673460812072
16,7,3,0.9504564554027983
16,8,0,0.9506086072037311
16,8,1,1.015173876864966
16,8,2,1.0064673460812072
16,8,3,0.9504564554027983
16,9,0,0.9614676625371403
16,9,1,0.9685427890679471
16,9,2,0.9977608152974488
16,9,3,1.015173876864966
16,10,0,0.9513693662083951
16,10,1,1.0064673460812072
16,10,2,0.9977608152974488
16,10,3,0.9506086072037311
16,11,0,0.9513693662083951
16,11,1,1.0064673460812072
16,11,2,0.9977608152974488
16,11,3,0.9506086072037311
16,12,0,0.9513693662083951
16,12,1,1.0064673460812072
16,12,2,0.9977608152974488
16,12,3,0.9506086072037311
16,13,0,0.9515215180093278
16,13,1,0.9509129108055967
16,13,2,0.9510650626065295
16,13,3,1.0064673460812072
16,14,0,0.9515215180093278
16,14,1,0.9509129108055967
16,14,2,0.9510650626065295
16,14,3,0.950760759004664
16,15,0,0.9515215180093278
16,15,1,0.9509129108055967
16,15,2,0.9510650626065295
16,15,3,0.950760759004664
16,16,0,0.9515215180093278
16,16,1,0.9509129108055967
16,16,2,0.9510650626065295
16,16,3,0.950760759004664
16,17,0,0.9515215180093278
16,17,1,0.9509129108055967
16,17,2,0.9510650626065295
16,17,3,0.950760759004664
16,18,0,1.0064673460812072
16,18,1,0.950760759004664
16,18,2,0.9509129108055967
16,18,3,1.0141160151624704
16,19,0,1.0064673460812072
16,19,1,1.0064673460812072
16,19,2,0.9977608152974488
16,19,3,0.9506086072037311
16,20,0,1.015173876864966
16,20,1,0.950760759004664
16,20,2,0.9506086072037311
16,20,3,1.015173876864966
16,21,0,0.9506086072037311
16,21,1,1.0064673460812072
16,21,2,0.9506086072037311
16,21,3,0.9506086072037311
16,22,0,0.9504564554027983
16,22,1,0.9504564554027983
16,22,2,0.9504564554027983
16,22,3,1.0238804076487247
16,23,0,0.9504564554027983
16,23,1,0.9504564554027983
16,23,2,0.9504564554027983
16,23,3,1.0238804076487247
17,0,0,1.0441656553489123
17,0,1,1.0441656553489123
17,0,2,1.0441656553489123
17,0,3,1.0441656553489123
17,1,0,1.0441656553489123
17,1,1,1.0441656553489123
17,1,2,1.0441656553489123
17,1,3,1.0441656553489123
17,2,0,1.0441656553489123
17,2,1,1.0441656553489123
17,2,2,1.0441656553489123
17,2,3,1.0441656553489123
17,3,0,1.0441656553489123
17,3,1,1.0441656553489123
17,3,2,1.0441656553489123
17,3,3,1.0441656553489123
17,4,0,1.0441656553489123
17,4,1,1.0441656553489123
17,4,2,1.0441656553489123
17,4,3,1.0441656553489123
17,5,0,1.0356308300803678
17,5,1,0.9759797074110649
17,5,2,0.980291252968102
17,5,3,1.038257033674387
17,6,0,0.9740898386706124
17,6,1,1.038655108331846
17,6,2,1.0360289047378268
17,6,3,0.9678573596799412
17,7,0,0.9740898386706124
17,7,1,1.038655108331846
17,7,2,1.0360289047378268
17,7,3,0.9678573596799412
17,8,0,0.9740898386706124
17,8,1,1.038655108331846
17,8,2,1.0360289047378268
17,8,3,0.9678573596799412
17,9,0,1.0077898343240224
17,9,1,0.990543652095874
17,9,2,1.0258420055151127
17,9,3,1.0310944127031512
17,10,0,1.0055103734530015
17,10,1,1.0360289047378268
17,10,2,1.0334027011438076
17,10,3,0.9740898386706124
17,11,0,1.0055103734530015
17,11,1,1.0360289047378268
17,11,2,1.0334027011438076
17,11,3,0.9740898386706124
17,12,0,1.0055103734530015
17,12,1,1.0360289047378268
17,12,2,1.0334027011438076
17,12,3,0.9740898386706124
17,13,0,1.010179085352129
17,13,1,0.98524916938944
17,13,2,0.9914816483801129
17,13,3,1.0347232774753101
17,14,0,1.0114847126146456
17,14,1,0.9865547966519567
17,14,2,0.9927872756426295
17,14,3,0.9805804574903129
17,15,0,1.0114847126146456
17,15,1,0.9865547966519567
17,15,2,0.9927872756426295
17,15,3,0.9805804574903129
17,16,0,1.0114847126146456
17,16,1,0.9865547966519567
17,16,2,0.9927872756426295
17,16,3,0.9805804574903129
17,17,0,1.0114847126146456
17,17,1,0.9865547966519567
17,17,2,0.9927872756426295
17,17,3,0.9805804574903129
17,18,0,1.0443363357372568
17,18,1,0.988629748660715
17,18,2,0.9948622276513869
17,18,3,1.0459046776287813
17,19,0,1.0360289047378268
17,19,1,1.0360289047378268
17,19,2,1.0334027011438076
17,19,3,0.9740898386706124
17,20,0,1.0402419209946585
17,20,1,0.9819091303240972
17,20,2,0.975676651333425
17,20,3,1.0404771150611063
17,21,0,0.9740898386706124
17,21,1,1.0360289047378268
17,21,2,0.9740898386706124
17,21,3,0.9740898386706124
17,22,0,0.9694441723427538
17,22,1,0.9694441723427538
17,22,2,0.9694441723427538
17,22,3,1.043103318655125
17,23,0,0.9694441723427538
17,23,1,0.9694441723427538
17,23,2,0.9694441723427538
17,23,3,1.043103318655125
18,0,0,1.0469734251421654
18,0,1,1.0469734251421654
18,0,2,1.0469734251421654
18,0,3,1.0469734251421654
18,1,0,1.0469734251421654
18,1,1,1.0469734251421654
18,1,2,1.0469734251421654
18,1,3,1.0469734251421654
18,2,0,1.0469734251421654
18,2,1,1.0469734251421654
18,2,2,1.0469734251421654
18,2,3,1.0469734251421654
18,3,0,1.0469734251421654
18,3,1,1.0469734251421654
18,3,2,1.0469734251421654
18,3,3,1.0469734251421654
18,4,0,1.0469734251421654
18,4,1,1.0469734251421654
18,4,2,1.0469734251421654
18,4,3,1.0469734251421654
18,5,0,1.0420631420707644
18,5,1,0.9824120194014613
18,5,2,0.9879703782389924
18,5,3,1.0434425323842897
18,6,0,0.9793912350248531
18,6,1,1.0439565046860868
18,6,2,1.0425771143725613
18,6,3,0.9719119427536882
18,7,0,0.9793912350248531
18,7,1,1.0439565046860868
18,7,2,1.0425771143725613
18,7,3,0.9719119427536882
18,8,0,0.9793912350248531
18,8,1,1.0439565046860868
18,8,2,1.0425771143725613
18,8,3,0.9719119427536882
18,9,0,1.0221525861711214
18,9,1,0.9999191508209978
18,9,2,1.0364643175207302
18,9,3,1.039223098147781
18,10,0,1.0170458362097115
18,10,1,1.0425771143725613
18,10,2,1.041197724059036
18,10,3,0.9793912350248531
18,11,0,1.0170458362097115
18,11,1,1.0425771143725613
18,11,2,1.041197724059036
18,11,3,0.9793912350248531
18,12,0,1.0170458362097115
18,12,1,1.0425771143725613
18,12,2,1.041197724059036
18,12,3,0.9793912350248531
18,13,0,1.0235268192074107
18,13,1,0.9936096501227463
18,13,2,1.001088942393913
18,13,3,1.0418369449281226
18,14,0,1.0242669886518494
18,14,1,0.9943498195671852
18,14,2,1.0018291118383518
18,14,3,0.9871286671250474
18,15,0,1.0242669886518494
18,15,1,0.9943498195671852
18,15,2,1.0018291118383518
18,15,3,0.9871286671250474
18,16,0,1.0242669886518494
18,16,1,0.9943498195671852
18,16,2,1.0018291118383518
18,16,3,0.9871286671250474
18,17,0,1.0242669886518494
18,17,1,0.9943498195671852
18,17,2,1.0018291118383518
18,17,3,0.9871286671250474
18,18,0,1.047778017852922
18,18,1,0.99207143077638
18,18,2,0.9995507230475458
18,18,3,1.0480995464639522
18,19,0,1.0425771143725613
18,19,1,1.0425771143725613
18,19,2,1.041197724059036
18,19,3,0.9793912350248531
18,20,0,1.0449499356879535
18,20,1,0.987863958297886
18,20,2,0.9803846660267198
18,20,3,1.0451851297544013
18,21,0,0.9793912350248531
18,21,1,1.0425771143725613
18,21,2,0.9793912350248531
18,21,3,0.9793912350248531
18,22,0,0.9729053737555549
18,22,1,0.9729053737555549
18,22,2,0.9729053737555549
18,22,3,1.046564520067926
18,23,0,0.9729053737555549
18,23,1,0.9729053737555549
18,23,2,0.9729053737555549
18,23,3,1.046564520067926
19,0,0,1.0468113927571996
19,0,1,1.0468113927571996
19,0,2,1.0468113927571996
19,0,3,1.0468113927571996
19,1,0,1.0468113927571996
19,1,1,1.0468113927571996
19,1,2,1.0468113927571996
19,1,3,1.0468113927571996
19,2,0,1.0468113927571996
19,2,1,1.0468113927571996
19,2,2,1.0468113927571996
19,2,3,1.0468113927571996
19,3,0,1.0468113927571996
19,3,1,1.0468113927571996
19,3,2,1.0468113927571996
19,3,3,1.0468113927571996
19,4,0,1.0468113927571996
19,4,1,1.0468113927571996
19,4,2,1.0468113927571996
19,4,3,1.0468113927571996
19,5,0,1.041221473848782
19,5,1,0.9816378646732244
19,5,2,0.9871152073182727
19,5,3,1.04268188035479
19,6,0,0.9789546477653454
19,6,1,1.043519917426579
19,6,2,1.0420595109205706
19,6,3,0.9715563716866633
19,7,0,0.9789546477653454
19,7,1,1.043519917426579
19,7,2,1.0420595109205706
19,7,3,0.9715563716866633
19,8,0,0.9789546477653454
19,8,1,1.043519917426579
19,8,2,1.0420595109205706
19,8,3,0.9715563716866633
19,9,0,1.0202982155430123
19,9,1,0.9983888449628201
19,9,2,1.0348529954700696
19,9,3,1.0377738084820862
19,10,0,1.0163166904773657
19,10,1,1.0420595109205706
19,10,2,1.0405991044145626
19,10,3,0.9789546477653454
19,11,0,1.0163166904773657
19,11,1,1.0420595109205706
19,11,2,1.0405991044145626
19,11,3,0.9789546477653454
19,12,0,1.0163166904773657
19,12,1,1.0420595109205706
19,12,2,1.0405991044145626
19,12,3,0.9789546477653454
19,13,0,1.0224916123034296
19,13,1,0.9928985079886965
19,13,2,1.0002967840673804
19,13,3,1.0412068189865558
19,14,0,1.0233443042374446
19,14,1,0.9937511999227117
19,14,2,1.0011494760013955
19,14,3,0.9867235861626331
19,15,0,1.0233443042374446
19,15,1,0.9937511999227117
19,15,2,1.0011494760013955
19,15,3,0.9867235861626331
19,16,0,1.0233443042374446
19,16,1,0.9937511999227117
19,16,2,1.0011494760013955
19,16,3,0.9867235861626331
19,17,0,1.0233443042374446
19,17,1,0.9937511999227117
19,17,2,1.0011494760013955
19,17,3,0.9867235861626331
19,18,0,1.0483731367978528
19,18,1,0.9926665497213111
19,18,2,1.000064825799994
19,18,3,1.048775681601366
19,19,0,1.0420595109205706
19,19,1,1.0420595109205706
19,19,2,1.0405991044145626
19,19,3,0.9789546477653454
19,20,0,1.0447258909087567
19,20,1,0.9875588973262063
19,20,2,0.9801606212475229
19,20,3,1.0450636054657072
19,21,0,0.9789546477653454
19,21,1,1.0420595109205706
19,21,2,0.9789546477653454
19,21,3,0.9789546477653454
19,22,0,0.9727623451688409
19,22,1,0.9727623451688409
19,22,2,0.9727623451688409
19,22,3,1.046524011971715
19,23,0,0.9727623451688409
19,23,1,0.9727623451688409
19,23,2,0.9727623451688409
19,23,3,1.046524011971715
20,0,0,1.0467175284925083
20,0,1,1.0467175284925083
20,0,2,1.0467175284925083
20,0,3,1.0467175284925083
20,1,0,1.0467175284925083
20,1,1,1.0467175284925083
20,1,2,1.0467175284925083
20,1,3,1.0467175284925083
20,2,0,1.0467175284925083
20,2,1,1.0467175284925083
20,2,2,1.0467175284925083
20,2,3,1.0467175284925083
20,3,0,1.0467175284925083
20,3,1,1.0467175284925083
20,3,2,1.0467175284925083
20,3,3,1.0467175284925083
20,4,0,1.0467175284925083
20,4,1,1.0467175284925083
20,4,2,1.0467175284925083
20,4,3,1.0467175284925083
20,5,0,1.0403030110341505
20,5,1,0.9808147150262342
20,5,2,0.9862451255389367
20,5,3,1.0418103496725042
20,6,0,0.9786080639565607
20,6,1,1.0431733336177944
20,6,2,1.0416659949794402
20,6,3,0.9712567200102243
20,7,0,0.9786080639565607
20,7,1,1.0431733336177944
20,7,2,1.0416659949794402
20,7,3,0.9712567200102243
20,8,0,0.9786080639565607
20,8,1,1.0431733336177944
20,8,2,1.0416659949794402
20,8,3,0.9712567200102243
20,9,0,1.0182872735578823
20,9,1,0.9965656315070728
20,9,2,1.0329828498819766
20,9,3,1.0359975271586845
20,10,0,1.0158943012862547
20,10,1,1.0416659949794402
20,10,2,1.0401586563410867
20,10,3,0.9786080639565607
20,11,0,1.0158943012862547
20,11,1,1.0416659949794402
20,11,2,1.0401586563410867
20,11,3,0.9786080639565607
20,12,0,1.0158943012862547
20,12,1,1.0416659949794402
20,12,2,1.0401586563410867
20,12,3,0.9786080639565607
20,13,0,1.021704580421169
20,13,1,0.9922992046358187
20,13,2,0.9996505485821569
20,13,3,1.0406544477660236
