L_e,T,D,f_l
20,1,2,0.005500000000001393
20,1,3,0.005500000000001393
20,2,0,0.005500000000001393
20,2,1,0.005500000000001393
20,2,2,0.005500000000001393
20,2,3,0.005500000000001393
20,3,0,0.005500000000001393
20,3,1,0.005500000000001393
20,3,2,0.005500000000001393
20,3,3,0.005500000000001393
20,4,0,0.005500000000001393
20,4,1,0.005500000000001393
20,4,2,0.005500000000001393
20,4,3,0.005500000000001393
20,5,0,0.011000000000001009
20,5,1,0.010999999999999233
20,5,2,0.013749999999999929
20,5,3,0.008250000000000313
20,6,0,0.010999999999999233
20,6,1,0.011000000000001009
20,6,2,0.013750000000001705
20,6,3,0.008250000000002089
20,7,0,0.010999999999999233
20,7,1,0.011000000000001009
20,7,2,0.013750000000001705
20,7,3,0.008250000000002089
20,8,0,0.010999999999999233
20,8,1,0.011000000000001009
20,8,2,0.013750000000001705
20,8,3,0.008250000000002089
20,9,0,0.024750000000000938
20,9,1,0.013749999999999929
20,9,2,0.01649999999999885
20,9,3,0.011000000000001009
20,10,0,0.024750000000000938
20,10,1,0.013750000000001705
20,10,2,0.01649999999999885
20,10,3,0.010999999999999233
20,11,0,0.024750000000000938
20,11,1,0.013750000000001705
20,11,2,0.01649999999999885
20,11,3,0.010999999999999233
20,12,0,0.024750000000000938
20,12,1,0.013750000000001705
20,12,2,0.01649999999999885
20,12,3,0.010999999999999233
20,13,0,0.027499999999999858
20,13,1,0.016500000000000625
20,13,2,0.019249999999999545
20,13,3,0.013750000000001705
20,14,0,0.027499999999999858
20,14,1,0.016500000000000625
20,14,2,0.019249999999999545
20,14,3,0.013750000000001705
20,15,0,0.027499999999999858
20,15,1,0.016500000000000625
20,15,2,0.019249999999999545
20,15,3,0.013750000000001705
20,16,0,0.027499999999999858
20,16,1,0.016500000000000625
20,16,2,0.019249999999999545
20,16,3,0.013750000000001705
20,17,0,0.027499999999999858
20,17,1,0.016500000000000625
20,17,2,0.019249999999999545
20,17,3,0.013750000000001705
20,18,0,0.013750000000001705
20,18,1,0.013750000000001705
20,18,2,0.016500000000000625
20,18,3,0.011000000000001009
20,19,0,0.013750000000001705
20,19,1,0.013750000000001705
20,19,2,0.01649999999999885
20,19,3,0.010999999999999233
20,20,0,0.011000000000001009
20,20,1,0.013750000000001705
20,20,2,0.010999999999999233
20,20,3,0.011000000000001009
20,21,0,0.010999999999999233
20,21,1,0.013750000000001705
20,21,2,0.010999999999999233
20,21,3,0.010999999999999233
20,22,0,0.008250000000002089
20,22,1,0.008250000000002089
20,22,2,0.008250000000002089
20,22,3,0.008250000000000313
20,23,0,0.008250000000002089
20,23,1,0.008250000000002089
20,23,2,0.008250000000002089
20,23,3,0.008250000000000313
21,0,0,-0.0300577999999998
21,0,1,-0.0300577999999998
21,0,2,-0.0300577999999998
21,0,3,-0.0300577999999998
21,1,0,-0.0300577999999998
21,1,1,-0.0300577999999998
21,1,2,-0.0300577999999998
21,1,3,-0.0300577999999998
21,2,0,-0.0300577999999998
21,2,1,-0.0300577999999998
21,2,2,-0.0300577999999998
21,2,3,-0.0300577999999998
21,3,0,-0.0300577999999998
21,3,1,-0.0300577999999998
21,3,2,-0.0300577999999998
21,3,3,-0.0300577999999998
21,4,0,-0.0300577999999998
21,4,1,-0.0300577999999998
21,4,2,-0.0300577999999998
21,4,3,-0.0300577999999998
21,5,0,-0.06011560000000138
21,5,1,-0.06011560000000671
21,5,2,-0.0751445000000075
21,5,3,-0.04508670000000059
21,6,0,-0.060115600000003155
21,6,1,-0.06011560000000138
21,6,2,-0.07514450000000039
21,6,3,-0.045086700000007696
21,7,0,-0.060115600000003155
21,7,1,-0.06011560000000138
21,7,2,-0.07514450000000039
21,7,3,-0.045086700000007696
21,8,0,-0.060115600000003155
21,8,1,-0.06011560000000138
21,8,2,-0.07514450000000039
21,8,3,-0.045086700000007696
21,9,0,-0.13526009999999467
21,9,1,-0.07514450000000927
21,9,2,-0.0901733999999994
21,9,3,-0.06011560000000138
21,10,0,-0.13526010000000532
21,10,1,-0.07514450000000039
21,10,2,-0.0901733999999994
21,10,3,-0.060115600000003155
21,11,0,-0.13526010000000532
21,11,1,-0.07514450000000039
21,11,2,-0.0901733999999994
21,11,3,-0.060115600000003155
21,12,0,-0.13526010000000532
21,12,1,-0.07514450000000039
21,12,2,-0.0901733999999994
21,12,3,-0.060115600000003155
21,13,0,-0.15028900000000434
21,13,1,-0.09017340000000296
21,13,2,-0.10520230000000552
21,13,3,-0.07514450000000039
21,14,0,-0.15028900000000434
21,14,1,-0.09017340000000296
21,14,2,-0.10520230000000552
21,14,3,-0.07514450000000394
21,15,0,-0.15028900000000434
21,15,1,-0.09017340000000296
21,15,2,-0.10520230000000552
21,15,3,-0.07514450000000394
21,16,0,-0.15028900000000434
21,16,1,-0.09017340000000296
21,16,2,-0.10520230000000552
21,16,3,-0.07514450000000394
21,17,0,-0.15028900000000434
21,17,1,-0.09017340000000296
21,17,2,-0.10520230000000552
21,17,3,-0.07514450000000394
21,18,0,-0.07514450000000039
21,18,1,-0.07514450000000394
21,18,2,-0.09017340000000296
21,18,3,-0.06011560000000138
21,19,0,-0.07514450000000039
21,19,1,-0.07514450000000039
21,19,2,-0.0901733999999994
21,19,3,-0.060115600000003155
21,20,0,-0.06011560000000138
21,20,1,-0.07514450000000394
21,20,2,-0.060115600000003155
21,20,3,-0.06011560000000138
21,21,0,-0.060115600000003155
21,21,1,-0.07514450000000039
21,21,2,-0.060115600000003155
21,21,3,-0.060115600000003155
21,22,0,-0.045086700000007696
21,22,1,-0.045086700000007696
21,22,2,-0.045086700000007696
21,22,3,-0.04508670000000059
21,23,0,-0.045086700000007696
21,23,1,-0.045086700000007696
21,23,2,-0.045086700000007696
21,23,3,-0.04508670000000059
22,0,0,0.010235200000000002
22,0,1,0.010235200000000002
22,0,2,0.010235200000000002
22,0,3,0.010235200000000002
22,1,0,0.010235200000000002
22,1,1,0.010235200000000002
22,1,2,0.010235200000000002
22,1,3,0.010235200000000002
22,2,0,0.010235200000000002
22,2,1,0.010235200000000002
22,2,2,0.010235200000000002
22,2,3,0.010235200000000002
22,3,0,0.010235200000000002
22,3,1,0.010235200000000002
22,3,2,0.010235200000000002
22,3,3,0.010235200000000002
22,4,0,0.010235200000000002
22,4,1,0.010235200000000002
22,4,2,0.010235200000000002
22,4,3,0.010235200000000002
22,5,0,0.020470400000000003
22,5,1,0.020470400000000003
22,5,2,0.025588
22,5,3,0.0153528
22,6,0,0.020470400000000003
22,6,1,0.020470400000000003
22,6,2,0.025588
22,6,3,0.0153528
22,7,0,0.020470400000000003
22,7,1,0.020470400000000003
22,7,2,0.025588
22,7,3,0.0153528
22,8,0,0.020470400000000003
22,8,1,0.020470400000000003
22,8,2,0.025588
22,8,3,0.0153528
22,9,0,0.0460584
22,9,1,0.025588
22,9,2,0.0307056
22,9,3,0.020470400000000003
22,10,0,0.0460584
22,10,1,0.025588
22,10,2,0.0307056
22,10,3,0.020470400000000003
22,11,0,0.0460584
22,11,1,0.025588
22,11,2,0.0307056
22,11,3,0.020470400000000003
22,12,0,0.0460584
22,12,1,0.025588
22,12,2,0.0307056
22,12,3,0.020470400000000003
22,13,0,0.051176
22,13,1,0.0307056
22,13,2,0.0358232
22,13,3,0.025588
22,14,0,0.051176
22,14,1,0.0307056
22,14,2,0.0358232
22,14,3,0.025588
22,15,0,0.051176
22,15,1,0.0307056
22,15,2,0.0358232
22,15,3,0.025588
22,16,0,0.051176
22,16,1,0.0307056
22,16,2,0.0358232
22,16,3,0.025588
22,17,0,0.051176
22,17,1,0.0307056
22,17,2,0.0358232
22,17,3,0.025588
22,18,0,0.025588
22,18,1,0.025588
22,18,2,0.0307056
22,18,3,0.020470400000000003
22,19,0,0.025588
22,19,1,0.025588
22,19,2,0.0307056
22,19,3,0.020470400000000003
22,20,0,0.020470400000000003
22,20,1,0.025588
22,20,2,0.020470400000000003
22,20,3,0.020470400000000003
22,21,0,0.020470400000000003
22,21,1,0.025588
22,21,2,0.020470400000000003
22,21,3,0.020470400000000003
22,22,0,0.0153528
22,22,1,0.0153528
22,22,2,0.0153528
22,22,3,0.0153528
22,23,0,0.0153528
22,23,1,0.0153528
22,23,2,0.0153528
22,23,3,0.0153528
23,0,0,0.004748800000000001
23,0,1,0.004748800000000001
23,0,2,0.004748800000000001
23,0,3,0.004748800000000001
23,1,0,0.004748800000000001
23,1,1,0.004748800000000001
23,1,2,0.004748800000000001
23,1,3,0.004748800000000001
23,2,0,0.004748800000000001
23,2,1,0.004748800000000001
23,2,2,0.004748800000000001
23,2,3,0.004748800000000001
23,3,0,0.004748800000000001
23,3,1,0.004748800000000001
23,3,2,0.004748800000000001
23,3,3,0.004748800000000001
23,4,0,0.004748800000000001
23,4,1,0.004748800000000001
23,4,2,0.004748800000000001
23,4,3,0.004748800000000001
23,5,0,0.009497600000000002
23,5,1,0.009497600000000002
23,5,2,0.011872
23,5,3,0.0071232
23,6,0,0.009497600000000002
23,6,1,0.009497600000000002
23,6,2,0.011872
23,6,3,0.0071232
23,7,0,0.009497600000000002
23,7,1,0.009497600000000002
23,7,2,0.011872
23,7,3,0.0071232
23,8,0,0.009497600000000002
23,8,1,0.009497600000000002
23,8,2,0.011872
23,8,3,0.0071232
23,9,0,0.021369600000000002
23,9,1,0.011872
23,9,2,0.0142464
23,9,3,0.009497600000000002
23,10,0,0.021369600000000002
23,10,1,0.011872
23,10,2,0.0142464
23,10,3,0.009497600000000002
23,11,0,0.021369600000000002
23,11,1,0.011872
23,11,2,0.0142464
23,11,3,0.009497600000000002
23,12,0,0.021369600000000002
23,12,1,0.011872
23,12,2,0.0142464
23,12,3,0.009497600000000002
23,13,0,0.023744
23,13,1,0.0142464
23,13,2,0.016620799999999998
23,13,3,0.011872
23,14,0,0.023744
23,14,1,0.0142464
23,14,2,0.016620799999999998
23,14,3,0.011872
23,15,0,0.023744
23,15,1,0.0142464
23,15,2,0.016620799999999998
23,15,3,0.011872
23,16,0,0.023744
23,16,1,0.0142464
23,16,2,0.016620799999999998
23,16,3,0.011872
23,17,0,0.023744
23,17,1,0.0142464
23,17,2,0.016620799999999998
23,17,3,0.011872
23,18,0,0.011872
23,18,1,0.011872
23,18,2,0.0142464
23,18,3,0.009497600000000002
23,19,0,0.011872
23,19,1,0.011872
23,19,2,0.0142464
23,19,3,0.009497600000000002
23,20,0,0.009497600000000002
23,20,1,0.011872
23,20,2,0.009497600000000002
23,20,3,0.009497600000000002
23,21,0,0.009497600000000002
23,21,1,0.011872
23,21,2,0.009497600000000002
23,21,3,0.009497600000000002
23,22,0,0.0071232
23,22,1,0.0071232
23,22,2,0.0071232
23,22,3,0.0071232
23,23,0,0.0071232
23,23,1,0.0071232
23,23,2,0.0071232
23,23,3,0.0071232
24,0,0,-0.050202200000040165
24,0,1,-0.050202200000040165
24,0,2,-0.050202200000040165
24,0,3,-0.050202200000040165
24,1,0,-0.050202200000040165
24,1,1,-0.050202200000040165
24,1,2,-0.050202200000040165
24,1,3,-0.050202200000040165
24,2,0,-0.050202200000040165
24,2,1,-0.050202200000040165
24,2,2,-0.050202200000040165
24,2,3,-0.050202200000040165
24,3,0,-0.050202200000040165
24,3,1,-0.050202200000040165
24,3,2,-0.050202200000040165
24,3,3,-0.050202200000040165
24,4,0,-0.050202200000040165
24,4,1,-0.050202200000040165
24,4,2,-0.050202200000040165
24,4,3,-0.050202200000040165
24,5,0,-0.1150080800001767
24,5,1,-0.1150080800001696
24,5,2,-0.13730078000017087
24,5,3,-0.09271538000017543
24,6,0,-0.09478760000003561
24,6,1,-0.09478760000003916
24,6,2,-0.11708030000003333
24,6,3,-0.07249490000003433
24,7,0,-0.09478760000003561
24,7,1,-0.09478760000003916
24,7,2,-0.11708030000003333
24,7,3,-0.07249490000003433
24,8,0,-0.09478760000003561
24,8,1,-0.09478760000003916
24,8,2,-0.11708030000003333
24,8,3,-0.07249490000003433
24,9,0,-0.2568023000003734
24,9,1,-0.1676315000003754
24,9,2,-0.18992420000036958
24,9,3,-0.14533880000037414
24,10,0,-0.20625110000003843
24,10,1,-0.11708030000003333
24,10,2,-0.1393730000000346
24,10,3,-0.09478760000003561
24,11,0,-0.20625110000003843
24,11,1,-0.11708030000003333
24,11,2,-0.1393730000000346
24,11,3,-0.09478760000003561
24,12,0,-0.20625110000003843
24,12,1,-0.11708030000003333
24,12,2,-0.1393730000000346
24,12,3,-0.09478760000003561
24,13,0,-0.2386540400001067
24,13,1,-0.14948324000010516
24,13,2,-0.17177594000010643
24,13,3,-0.12719054000010743
24,14,0,-0.2285438000000397
24,14,1,-0.13937300000003816
24,14,2,-0.16166570000003944
24,14,3,-0.11708030000003689
24,15,0,-0.2285438000000397
24,15,1,-0.13937300000003816
24,15,2,-0.16166570000003944
24,15,3,-0.11708030000003689
24,16,0,-0.2285438000000397
24,16,1,-0.13937300000003816
24,16,2,-0.16166570000003944
24,16,3,-0.11708030000003689
24,17,0,-0.2285438000000397
24,17,1,-0.13937300000003816
24,17,2,-0.16166570000003944
24,17,3,-0.11708030000003689
24,18,0,-0.061536388888558946
24,18,1,-0.061536388888558946
24,18,2,-0.08382908888855667
24,18,3,-0.03924368888855412
24,19,0,-0.11708030000003333
24,19,1,-0.11708030000003333
24,19,2,-0.1393730000000346
24,19,3,-0.09478760000003561
24,20,0,-0.08417808888885858
24,20,1,-0.1064707888888563
24,20,2,-0.08417808888885503
24,20,3,-0.08417808888885858
24,21,0,-0.09478760000003561
24,21,1,-0.11708030000003333
24,21,2,-0.09478760000003561
24,21,3,-0.09478760000003561
24,22,0,-0.061885388888853754
24,22,1,-0.061885388888853754
24,22,2,-0.061885388888853754
24,22,3,-0.061885388888853754
24,23,0,-0.061885388888853754
24,23,1,-0.061885388888853754
24,23,2,-0.061885388888853754
24,23,3,-0.061885388888853754
25,0,0,0.007796600000000001
25,0,1,0.007796600000000001
25,0,2,0.007796600000000001
25,0,3,0.007796600000000001
25,1,0,0.007796600000000001
25,1,1,0.007796600000000001
25,1,2,0.007796600000000001
25,1,3,0.007796600000000001
25,2,0,0.007796600000000001
25,2,1,0.007796600000000001
25,2,2,0.007796600000000001
25,2,3,0.007796600000000001
25,3,0,0.007796600000000001
25,3,1,0.007796600000000001
25,3,2,0.007796600000000001
25,3,3,0.007796600000000001
25,4,0,0.007796600000000001
25,4,1,0.007796600000000001
25,4,2,0.007796600000000001
25,4,3,0.007796600000000001
25,5,0,0.04049900555927914
25,5,1,0.03725042222546012
25,5,2,0.04114872222546012
25,5,3,0.036600705559279134
25,6,0,0.02100750555636503
25,6,1,0.02100750555636503
25,6,2,0.02490580555636503
25,6,3,0.01710920555636503
25,7,0,0.02100750555636503
25,7,1,0.02100750555636503
25,7,2,0.02490580555636503
25,7,3,0.01710920555636503
25,8,0,0.02100750555636503
25,8,1,0.02100750555636503
25,8,2,0.02490580555636503
25,8,3,0.01710920555636503
25,9,0,0.0892277555636503
25,9,1,0.07363455556365031
25,9,2,0.0775328555636503
25,9,3,0.0697362555636503
25,10,0,0.035084699999999996
25,10,1,0.02490580555636503
25,10,2,0.028804105556365027
25,10,3,0.02100750555636503
25,11,0,0.035084699999999996
25,11,1,0.02490580555636503
25,11,2,0.028804105556365027
25,11,3,0.02100750555636503
25,12,0,0.035084699999999996
25,12,1,0.02490580555636503
25,12,2,0.028804105556365027
25,12,3,0.02100750555636503
25,13,0,0.04981161111273006
25,13,1,0.03421841111273006
25,13,2,0.03811671111273005
25,13,3,0.030320111112730058
25,14,0,0.044397305556365035
25,14,1,0.028804105556365027
25,14,2,0.03270240555636503
25,14,3,0.019491500000000002
25,15,0,0.044397305556365035
25,15,1,0.028804105556365027
25,15,2,0.03270240555636503
25,15,3,0.019491500000000002
25,16,0,0.044397305556365035
25,16,1,0.028804105556365027
25,16,2,0.03270240555636503
25,16,3,0.019491500000000002
25,17,0,0.044397305556365035
25,17,1,0.028804105556365027
25,17,2,0.03270240555636503
25,17,3,0.019491500000000002
25,18,0,-0.028635660501022488
25,18,1,-0.028635660501022488
25,18,2,-0.02473736050102249
25,18,3,-0.03253396050102249
25,19,0,0.02490580555636503
25,19,1,0.02490580555636503
25,19,2,0.028804105556365027
25,19,3,0.02100750555636503
25,20,0,0.010780483949897758
25,20,1,0.014678783949897758
25,20,2,0.010780483949897758
25,20,3,0.005847449998542949
25,21,0,0.02100750555636503
25,21,1,0.02490580555636503
25,21,2,0.02100750555636503
25,21,3,0.02100750555636503
25,22,0,0.006882183949897758
25,22,1,0.006882183949897758
25,22,2,0.006882183949897758
25,22,3,0.0019491499985429418
25,23,0,0.006882183949897758
25,23,1,0.006882183949897758
25,23,2,0.006882183949897758
25,23,3,0.0019491499985429418
26,0,0,-0.06333280000004113
26,0,1,-0.06333280000004113
26,0,2,-0.06333280000004113
26,0,3,-0.06333280000004113
26,1,0,-0.06333280000004113
26,1,1,-0.06333280000004113
26,1,2,-0.06333280000004113
26,1,3,-0.06333280000004113
26,2,0,-0.06333280000004113
26,2,1,-0.06333280000004113
26,2,2,-0.06333280000004113
26,2,3,-0.06333280000004113
26,3,0,-0.06333280000004113
26,3,1,-0.06333280000004113
26,3,2,-0.06333280000004113
26,3,3,-0.06333280000004113
26,4,0,-0.06333280000004113
26,4,1,-0.06333280000004113
26,4,2,-0.06333280000004113
26,4,3,-0.06333280000004113
26,5,0,-0.16617508555945343
26,5,1,-0.1629265022256285
26,5,2,-0.19178450222563026
26,5,3,-0.13731708555945168
26,6,0,-0.12646310555640178
26,6,1,-0.12646310555640178
26,6,2,-0.15532110555640355
26,6,3,-0.09760510555640713
26,7,0,-0.12646310555640178
26,7,1,-0.12646310555640178
26,7,2,-0.15532110555640355
26,7,3,-0.09760510555640713
26,8,0,-0.12646310555640178
26,8,1,-0.12646310555640178
26,8,2,-0.15532110555640355
26,8,3,-0.09760510555640713
26,9,0,-0.3700330555640237
26,9,1,-0.25460105556402735
26,9,2,-0.28345905556402556
26,9,3,-0.22574305556402557
26,10,0,-0.2653388000000357
26,10,1,-0.15532110555640355
26,10,2,-0.18417910555640174
26,10,3,-0.12646310555640178
26,11,0,-0.2653388000000357
26,11,1,-0.15532110555640355
26,11,2,-0.18417910555640174
26,11,3,-0.12646310555640178
26,12,0,-0.2653388000000357
26,12,1,-0.15532110555640355
26,12,2,-0.18417910555640174
26,12,3,-0.12646310555640178
26,13,0,-0.3151356511128329
26,13,1,-0.19970365111284008
26,13,2,-0.2285616511128312
26,13,3,-0.17084565111283834
26,14,0,-0.2996111055564017
26,14,1,-0.18417910555640174
26,14,2,-0.21303710555639996
26,14,3,-0.14990680000003576
26,15,0,-0.2996111055564017
26,15,1,-0.18417910555640174
26,15,2,-0.21303710555639996
26,15,3,-0.14990680000003576
26,16,0,-0.2996111055564017
26,16,1,-0.18417910555640174
26,16,2,-0.21303710555639996
26,16,3,-0.14990680000003576
26,17,0,-0.2996111055564017
26,17,1,-0.18417910555640174
26,17,2,-0.21303710555639996
26,17,3,-0.14990680000003576
26,18,0,-0.046235728387536416
26,18,1,-0.046235728387532864
26,18,2,-0.07509372838753463
26,18,3,-0.0173777283875315
26,19,0,-0.15532110555640355
26,19,1,-0.15532110555640355
26,19,2,-0.18417910555640174
26,19,3,-0.12646310555640178
26,20,0,-0.10562657283875304
26,20,1,-0.1344845728387548
26,20,2,-0.10562657283875304
26,20,3,-0.1006935388873999
26,21,0,-0.12646310555640178
26,21,1,-0.15532110555640355
26,21,2,-0.12646310555640178
26,21,3,-0.12646310555640178
26,22,0,-0.07676857283875484
26,22,1,-0.07676857283875484
26,22,2,-0.07676857283875484
26,22,3,-0.07183553888740525
26,23,0,-0.07676857283875484
26,23,1,-0.07676857283875484
26,23,2,-0.07676857283875484
26,23,3,-0.07183553888740525
27,0,0,0.0031992
27,0,1,0.0031992
27,0,2,0.0031992
27,0,3,0.0031992
27,1,0,0.0031992
27,1,1,0.0031992
27,1,2,0.0031992
27,1,3,0.0031992
27,2,0,0.0031992
27,2,1,0.0031992
27,2,2,0.0031992
27,2,3,0.0031992
27,3,0,0.0031992
27,3,1,0.0031992
27,3,2,0.0031992
27,3,3,0.0031992
27,4,0,0.0031992
27,4,1,0.0031992
27,4,2,0.0031992
27,4,3,0.0031992
27,5,0,0.03130420555927914
27,5,1,0.028055622225460118
27,5,2,0.029655222225460118
27,5,3,0.02970460555927914
27,6,0,0.01181270555636503
27,6,1,0.01181270555636503
27,6,2,0.01341230555636503
27,6,3,0.010213105556365029
27,7,0,0.01181270555636503
27,7,1,0.01181270555636503
27,7,2,0.01341230555636503
27,7,3,0.010213105556365029
27,8,0,0.01181270555636503
27,8,1,0.01181270555636503
27,8,2,0.01341230555636503
27,8,3,0.010213105556365029
27,9,0,0.0685394555636503
27,9,1,0.0621410555636503
27,9,2,0.0637406555636503
27,9,3,0.0605414555636503
27,10,0,0.0143964
27,10,1,0.01341230555636503
27,10,2,0.01501190555636503
27,10,3,0.01181270555636503
27,11,0,0.0143964
27,11,1,0.01341230555636503
27,11,2,0.01501190555636503
27,11,3,0.01181270555636503
27,12,0,0.0143964
27,12,1,0.01341230555636503
27,12,2,0.01501190555636503
27,12,3,0.01181270555636503
27,13,0,0.02682461111273006
27,13,1,0.020426211112730058
27,13,2,0.022025811112730057
27,13,3,0.018826611112730058
27,14,0,0.021410305556365028
27,14,1,0.01501190555636503
27,14,2,0.01661150555636503
27,14,3,0.007998
27,15,0,0.021410305556365028
27,15,1,0.01501190555636503
27,15,2,0.01661150555636503
27,15,3,0.007998
27,16,0,0.021410305556365028
27,16,1,0.01501190555636503
27,16,2,0.01661150555636503
27,16,3,0.007998
27,17,0,0.021410305556365028
27,17,1,0.01501190555636503
27,17,2,0.01661150555636503
27,17,3,0.007998
27,18,0,-0.04012916050102249
27,18,1,-0.04012916050102249
27,18,2,-0.03852956050102249
27,18,3,-0.04172876050102249
27,19,0,0.01341230555636503
27,19,1,0.01341230555636503
27,19,2,0.01501190555636503
27,19,3,0.01181270555636503
27,20,0,0.0015856839498977551
27,20,1,0.0031852839498977548
27,20,2,0.0015856839498977551
27,20,3,-0.003347350001457052
27,21,0,0.01181270555636503
27,21,1,0.01341230555636503
27,21,2,0.01181270555636503
27,21,3,0.01181270555636503
27,22,0,-1.3916050102244504e-05
27,22,1,-1.3916050102244504e-05
27,22,2,-1.3916050102244504e-05
27,22,3,-0.004946950001457058
27,23,0,-1.3916050102244504e-05
27,23,1,-1.3916050102244504e-05
27,23,2,-1.3916050102244504e-05
27,23,3,-0.004946950001457058
28,0,0,-0.06372960000004113
28,0,1,-0.06372960000004113
28,0,2,-0.06372960000004113
28,0,3,-0.06372960000004113
28,1,0,-0.06372960000004113
28,1,1,-0.06372960000004113
28,1,2,-0.06372960000004113
28,1,3,-0.06372960000004113
28,2,0,-0.06372960000004113
28,2,1,-0.06372960000004113
28,2,2,-0.06372960000004113
28,2,3,-0.06372960000004113
28,3,0,-0.06372960000004113
28,3,1,-0.06372960000004113
28,3,2,-0.06372960000004113
28,3,3,-0.06372960000004113
28,4,0,-0.06372960000004113
28,4,1,-0.06372960000004113
28,4,2,-0.06372960000004113
28,4,3,-0.06372960000004113
28,5,0,-0.16696868555945343
28,5,1,-0.1637201022256285
28,5,2,-0.19277650222563025
28,5,3,-0.13791228555945167
28,6,0,-0.12725670555640178
28,6,1,-0.12725670555640178
28,6,2,-0.15631310555640354
28,6,3,-0.09820030555640713
28,7,0,-0.12725670555640178
28,7,1,-0.12725670555640178
28,7,2,-0.15631310555640354
28,7,3,-0.09820030555640713
28,8,0,-0.12725670555640178
28,8,1,-0.12725670555640178
28,8,2,-0.15631310555640354
28,8,3,-0.09820030555640713
28,9,0,-0.3718186555640237
28,9,1,-0.25559305556402734
28,9,2,-0.28464945556402554
28,9,3,-0.22653665556402558
28,10,0,-0.2671244000000357
28,10,1,-0.15631310555640354
28,10,2,-0.18536950555640175
28,10,3,-0.12725670555640178
28,11,0,-0.2671244000000357
28,11,1,-0.15631310555640354
28,11,2,-0.18536950555640175
28,11,3,-0.12725670555640178
28,12,0,-0.2671244000000357
28,12,1,-0.15631310555640354
28,12,2,-0.18536950555640175
28,12,3,-0.12725670555640178
28,13,0,-0.3171196511128329
28,13,1,-0.2008940511128401
28,13,2,-0.2299504511128312
28,13,3,-0.17183765111283833
28,14,0,-0.3015951055564017
28,14,1,-0.18536950555640175
28,14,2,-0.21442590555639995
28,14,3,-0.15089880000003575
28,15,0,-0.3015951055564017
28,15,1,-0.18536950555640175
28,15,2,-0.21442590555639995
28,15,3,-0.15089880000003575
28,16,0,-0.3015951055564017
28,16,1,-0.18536950555640175
28,16,2,-0.21442590555639995
28,16,3,-0.15089880000003575
28,17,0,-0.3015951055564017
28,17,1,-0.18536950555640175
28,17,2,-0.21442590555639995
28,17,3,-0.15089880000003575
28,18,0,-0.047227728387536416
28,18,1,-0.047227728387532864
28,18,2,-0.07628412838753462
28,18,3,-0.018171328387531497
28,19,0,-0.15631310555640354
28,19,1,-0.15631310555640354
28,19,2,-0.18536950555640175
28,19,3,-0.12725670555640178
28,20,0,-0.10642017283875305
28,20,1,-0.1354765728387548
28,20,2,-0.10642017283875305
28,20,3,-0.10148713888739991
28,21,0,-0.12725670555640178
28,21,1,-0.15631310555640354
28,21,2,-0.12725670555640178
28,21,3,-0.12725670555640178
28,22,0,-0.07736377283875484
28,22,1,-0.07736377283875484
28,22,2,-0.07736377283875484
28,22,3,-0.07243073888740525
28,23,0,-0.07736377283875484
28,23,1,-0.07736377283875484
28,23,2,-0.07736377283875484
28,23,3,-0.07243073888740525
29,0,0,0.0008227999999999999
29,0,1,0.0008227999999999999
29,0,2,0.0008227999999999999
29,0,3,0.0008227999999999999
29,1,0,0.0008227999999999999
29,1,1,0.0008227999999999999
29,1,2,0.0008227999999999999
29,1,3,0.0008227999999999999
29,2,0,0.0008227999999999999
29,2,1,0.0008227999999999999
29,2,2,0.0008227999999999999
29,2,3,0.0008227999999999999
29,3,0,0.0008227999999999999
29,3,1,0.0008227999999999999
29,3,2,0.0008227999999999999
29,3,3,0.0008227999999999999
29,4,0,0.0008227999999999999
29,4,1,0.0008227999999999999
29,4,2,0.0008227999999999999
29,4,3,0.0008227999999999999
29,5,0,0.0016455999999999999
29,5,1,0.0016455999999999999
29,5,2,0.002057
29,5,3,0.0012341999999999998
29,6,0,0.0016455999999999999
29,6,1,0.0016455999999999999
29,6,2,0.002057
29,6,3,0.0012341999999999998
29,7,0,0.0016455999999999999
29,7,1,0.0016455999999999999
29,7,2,0.002057
29,7,3,0.0012341999999999998
29,8,0,0.0016455999999999999
29,8,1,0.0016455999999999999
29,8,2,0.002057
29,8,3,0.0012341999999999998
29,9,0,0.0037026
29,9,1,0.002057
29,9,2,0.0024683999999999995
29,9,3,0.0016455999999999999
29,10,0,0.0037026
29,10,1,0.002057
29,10,2,0.0024683999999999995
29,10,3,0.0016455999999999999
29,11,0,0.0037026
29,11,1,0.002057
29,11,2,0.0024683999999999995
29,11,3,0.0016455999999999999
29,12,0,0.0037026
29,12,1,0.002057
29,12,2,0.0024683999999999995
29,12,3,0.0016455999999999999
29,13,0,0.004114
29,13,1,0.0024683999999999995
29,13,2,0.0028797999999999996
29,13,3,0.002057
29,14,0,0.004114
29,14,1,0.0024683999999999995
29,14,2,0.0028797999999999996
29,14,3,0.002057
29,15,0,0.004114
29,15,1,0.0024683999999999995
29,15,2,0.0028797999999999996
29,15,3,0.002057
29,16,0,0.004114
29,16,1,0.0024683999999999995
29,16,2,0.0028797999999999996
29,16,3,0.002057
29,17,0,0.004114
29,17,1,0.0024683999999999995
29,17,2,0.0028797999999999996
29,17,3,0.002057
29,18,0,0.002057
29,18,1,0.002057
29,18,2,0.0024683999999999995
29,18,3,0.0016455999999999999
29,19,0,0.002057
29,19,1,0.002057
