L_e,T,D,f_l
10,5,1,0.04028048000017201
10,5,2,0.043891280000172006
10,5,3,0.036669680000172004
10,6,0,0.020060000000037395
10,6,1,0.020060000000037395
10,6,2,0.023670800000037386
10,6,3,0.01644920000003738
10,7,0,0.020060000000037395
10,7,1,0.020060000000037395
10,7,2,0.023670800000037386
10,7,3,0.01644920000003738
10,8,0,0.020060000000037395
10,8,1,0.020060000000037395
10,8,2,0.023670800000037386
10,8,3,0.01644920000003738
10,9,0,0.08866520000037392
10,9,1,0.07422200000037392
10,9,2,0.07783280000037389
10,9,3,0.07061120000037391
10,10,0,0.03811400000003739
10,10,1,0.023670800000037386
10,10,2,0.02728160000003737
10,10,3,0.020060000000037395
10,11,0,0.03811400000003739
10,11,1,0.023670800000037386
10,11,2,0.02728160000003737
10,11,3,0.020060000000037395
10,12,0,0.03811400000003739
10,12,1,0.023670800000037386
10,12,2,0.02728160000003737
10,12,3,0.020060000000037395
10,13,0,0.05183504000010468
10,13,1,0.0373918400001047
10,13,2,0.04100264000010469
10,13,3,0.03378104000010469
10,14,0,0.04172480000003738
10,14,1,0.02728160000003737
10,14,2,0.030892400000037387
10,14,3,0.023670800000037386
10,15,0,0.04172480000003738
10,15,1,0.02728160000003737
10,15,2,0.030892400000037387
10,15,3,0.023670800000037386
10,16,0,0.04172480000003738
10,16,1,0.02728160000003737
10,16,2,0.030892400000037387
10,16,3,0.023670800000037386
10,17,0,0.04172480000003738
10,17,1,0.02728160000003737
10,17,2,0.030892400000037387
10,17,3,0.023670800000037386
10,18,0,-0.03187311111144349
10,18,1,-0.03187311111144349
10,18,2,-0.0282623111114435
10,18,3,-0.03548391111144523
10,19,0,0.023670800000037386
10,19,1,0.023670800000037386
10,19,2,0.02728160000003737
10,19,3,0.020060000000037395
10,20,0,0.009450488888855649
10,20,1,0.01306128888885564
10,20,2,0.009450488888855649
10,20,3,0.009450488888855649
10,21,0,0.020060000000037395
10,21,1,0.023670800000037386
10,21,2,0.020060000000037395
10,21,3,0.020060000000037395
10,22,0,0.005839688888855642
10,22,1,0.005839688888855642
10,22,2,0.005839688888855642
10,22,3,0.005839688888855642
10,23,0,0.005839688888855642
10,23,1,0.005839688888855642
10,23,2,0.005839688888855642
10,23,3,0.005839688888855642
11,0,0,-0.0466462000000374
11,0,1,-0.0466462000000374
11,0,2,-0.0466462000000374
11,0,3,-0.0466462000000374
11,1,0,-0.0466462000000374
11,1,1,-0.0466462000000374
11,1,2,-0.0466462000000374
11,1,3,-0.0466462000000374
11,2,0,-0.0466462000000374
11,2,1,-0.0466462000000374
11,2,2,-0.0466462000000374
11,2,3,-0.0466462000000374
11,3,0,-0.0466462000000374
11,3,1,-0.0466462000000374
11,3,2,-0.0466462000000374
11,3,3,-0.0466462000000374
11,4,0,-0.0466462000000374
11,4,1,-0.0466462000000374
11,4,2,-0.0466462000000374
11,4,3,-0.0466462000000374
11,5,0,-0.10789608000017202
11,5,1,-0.10789608000017203
11,5,2,-0.128410780000172
11,5,3,-0.08738138000017201
11,6,0,-0.08767560000003741
11,6,1,-0.08767560000003741
11,6,2,-0.10819030000003738
11,6,3,-0.06716090000003738
11,7,0,-0.08767560000003741
11,7,1,-0.08767560000003741
11,7,2,-0.10819030000003738
11,7,3,-0.06716090000003738
11,8,0,-0.08767560000003741
11,8,1,-0.08767560000003741
11,8,2,-0.10819030000003738
11,8,3,-0.06716090000003738
11,9,0,-0.24080030000037392
11,9,1,-0.1587415000003739
11,9,2,-0.1792562000003739
11,9,3,-0.13822680000037393
11,10,0,-0.1902491000000374
11,10,1,-0.10819030000003738
11,10,2,-0.12870500000003737
11,10,3,-0.08767560000003741
11,11,0,-0.1902491000000374
11,11,1,-0.10819030000003738
11,11,2,-0.12870500000003737
11,11,3,-0.08767560000003741
11,12,0,-0.1902491000000374
11,12,1,-0.10819030000003738
11,12,2,-0.12870500000003737
11,12,3,-0.08767560000003741
11,13,0,-0.22087404000010466
11,13,1,-0.1388152400001047
11,13,2,-0.1593299400001047
11,13,3,-0.11830054000010468
11,14,0,-0.21076380000003736
11,14,1,-0.12870500000003737
11,14,2,-0.1492197000000374
11,14,3,-0.10819030000003738
11,15,0,-0.21076380000003736
11,15,1,-0.12870500000003737
11,15,2,-0.1492197000000374
11,15,3,-0.10819030000003738
11,16,0,-0.21076380000003736
11,16,1,-0.12870500000003737
11,16,2,-0.1492197000000374
11,16,3,-0.10819030000003738
11,17,0,-0.21076380000003736
11,17,1,-0.12870500000003737
11,17,2,-0.1492197000000374
11,17,3,-0.10819030000003738
11,18,0,-0.0526463888885565
11,18,1,-0.0526463888885565
11,18,2,-0.0731610888885565
11,18,3,-0.03213168888855478
11,19,0,-0.10819030000003738
11,19,1,-0.10819030000003738
11,19,2,-0.12870500000003737
11,19,3,-0.08767560000003741
11,20,0,-0.07706608888885566
11,20,1,-0.09758078888885563
11,20,2,-0.07706608888885566
11,20,3,-0.07706608888885566
11,21,0,-0.08767560000003741
11,21,1,-0.10819030000003738
11,21,2,-0.08767560000003741
11,21,3,-0.08767560000003741
11,22,0,-0.05655138888885564
11,22,1,-0.05655138888885564
11,22,2,-0.05655138888885564
11,22,3,-0.05655138888885564
11,23,0,-0.05655138888885564
11,23,1,-0.05655138888885564
11,23,2,-0.05655138888885564
11,23,3,-0.05655138888885564
12,0,0,-0.0039624000000000005
12,0,1,-0.0039624000000000005
12,0,2,-0.0039624000000000005
12,0,3,-0.0039624000000000005
12,1,0,-0.0039624000000000005
12,1,1,-0.0039624000000000005
12,1,2,-0.0039624000000000005
12,1,3,-0.0039624000000000005
12,2,0,-0.0039624000000000005
12,2,1,-0.0039624000000000005
12,2,2,-0.0039624000000000005
12,2,3,-0.0039624000000000005
12,3,0,-0.0039624000000000005
12,3,1,-0.0039624000000000005
12,3,2,-0.0039624000000000005
12,3,3,-0.0039624000000000005
12,4,0,-0.0039624000000000005
12,4,1,-0.0039624000000000005
12,4,2,-0.0039624000000000005
12,4,3,-0.0039624000000000005
12,5,0,-0.007924800000000001
12,5,1,-0.007924800000000001
12,5,2,-0.009906
12,5,3,-0.005943599999999999
12,6,0,-0.007924800000000001
12,6,1,-0.007924800000000001
12,6,2,-0.009906
12,6,3,-0.005943599999999999
12,7,0,-0.007924800000000001
12,7,1,-0.007924800000000001
12,7,2,-0.009906
12,7,3,-0.005943599999999999
12,8,0,-0.007924800000000001
12,8,1,-0.007924800000000001
12,8,2,-0.009906
12,8,3,-0.005943599999999999
12,9,0,-0.0178308
12,9,1,-0.009906
12,9,2,-0.011887199999999999
12,9,3,-0.007924800000000001
12,10,0,-0.0178308
12,10,1,-0.009906
12,10,2,-0.011887199999999999
12,10,3,-0.007924800000000001
12,11,0,-0.0178308
12,11,1,-0.009906
12,11,2,-0.011887199999999999
12,11,3,-0.007924800000000001
12,12,0,-0.0178308
12,12,1,-0.009906
12,12,2,-0.011887199999999999
12,12,3,-0.007924800000000001
12,13,0,-0.019812
12,13,1,-0.011887199999999999
12,13,2,-0.0138684
12,13,3,-0.009906
12,14,0,-0.019812
12,14,1,-0.011887199999999999
12,14,2,-0.0138684
12,14,3,-0.009906
12,15,0,-0.019812
12,15,1,-0.011887199999999999
12,15,2,-0.0138684
12,15,3,-0.009906
12,16,0,-0.019812
12,16,1,-0.011887199999999999
12,16,2,-0.0138684
12,16,3,-0.009906
12,17,0,-0.019812
12,17,1,-0.011887199999999999
12,17,2,-0.0138684
12,17,3,-0.009906
12,18,0,-0.009906
12,18,1,-0.009906
12,18,2,-0.011887199999999999
12,18,3,-0.007924800000000001
12,19,0,-0.009906
12,19,1,-0.009906
12,19,2,-0.011887199999999999
12,19,3,-0.007924800000000001
12,20,0,-0.007924800000000001
12,20,1,-0.009906
12,20,2,-0.007924800000000001
12,20,3,-0.007924800000000001
12,21,0,-0.007924800000000001
12,21,1,-0.009906
12,21,2,-0.007924800000000001
12,21,3,-0.007924800000000001
12,22,0,-0.005943599999999999
12,22,1,-0.005943599999999999
12,22,2,-0.005943599999999999
12,22,3,-0.005943599999999999
12,23,0,-0.005943599999999999
12,23,1,-0.005943599999999999
12,23,2,-0.005943599999999999
12,23,3,-0.005943599999999999
13,0,0,-0.0349092
13,0,1,-0.0349092
13,0,2,-0.0349092
13,0,3,-0.0349092
13,1,0,-0.0349092
13,1,1,-0.0349092
13,1,2,-0.0349092
13,1,3,-0.0349092
13,2,0,-0.0349092
13,2,1,-0.0349092
13,2,2,-0.0349092
13,2,3,-0.0349092
13,3,0,-0.0349092
13,3,1,-0.0349092
13,3,2,-0.0349092
13,3,3,-0.0349092
13,4,0,-0.0349092
13,4,1,-0.0349092
13,4,2,-0.0349092
13,4,3,-0.0349092
13,5,0,-0.0698184
13,5,1,-0.0698184000000067
13,5,2,-0.0872730000000075
13,5,3,-0.052363799999999995
13,6,0,-0.06981840000000315
13,6,1,-0.0698184
13,6,2,-0.087273
13,6,3,-0.0523638000000077
13,7,0,-0.06981840000000315
13,7,1,-0.0698184
13,7,2,-0.087273
13,7,3,-0.0523638000000077
13,8,0,-0.06981840000000315
13,8,1,-0.0698184
13,8,2,-0.087273
13,8,3,-0.0523638000000077
13,9,0,-0.15709139999999466
13,9,1,-0.08727300000000927
13,9,2,-0.10472759999999999
13,9,3,-0.0698184
13,10,0,-0.15709140000000532
13,10,1,-0.087273
13,10,2,-0.10472759999999999
13,10,3,-0.06981840000000315
13,11,0,-0.15709140000000532
13,11,1,-0.087273
13,11,2,-0.10472759999999999
13,11,3,-0.06981840000000315
13,12,0,-0.15709140000000532
13,12,1,-0.087273
13,12,2,-0.10472759999999999
13,12,3,-0.06981840000000315
13,13,0,-0.17454600000000434
13,13,1,-0.10472760000000296
13,13,2,-0.12218220000000551
13,13,3,-0.087273
13,14,0,-0.17454600000000434
13,14,1,-0.10472760000000296
13,14,2,-0.12218220000000551
13,14,3,-0.08727300000000394
13,15,0,-0.17454600000000434
13,15,1,-0.10472760000000296
13,15,2,-0.12218220000000551
13,15,3,-0.08727300000000394
13,16,0,-0.17454600000000434
13,16,1,-0.10472760000000296
13,16,2,-0.12218220000000551
13,16,3,-0.08727300000000394
13,17,0,-0.17454600000000434
13,17,1,-0.10472760000000296
13,17,2,-0.12218220000000551
13,17,3,-0.08727300000000394
13,18,0,-0.087273
13,18,1,-0.08727300000000394
13,18,2,-0.10472760000000296
13,18,3,-0.0698184
13,19,0,-0.087273
13,19,1,-0.087273
13,19,2,-0.10472759999999999
13,19,3,-0.06981840000000315
13,20,0,-0.0698184
13,20,1,-0.08727300000000394
13,20,2,-0.06981840000000315
13,20,3,-0.0698184
13,21,0,-0.06981840000000315
13,21,1,-0.087273
13,21,2,-0.06981840000000315
13,21,3,-0.06981840000000315
13,22,0,-0.0523638000000077
13,22,1,-0.0523638000000077
13,22,2,-0.0523638000000077
13,22,3,-0.052363799999999995
13,23,0,-0.0523638000000077
13,23,1,-0.0523638000000077
13,23,2,-0.0523638000000077
13,23,3,-0.052363799999999995
14,0,0,0.030057800000000003
14,0,1,0.030057800000000003
14,0,2,0.030057800000000003
14,0,3,0.030057800000000003
14,1,0,0.030057800000000003
14,1,1,0.030057800000000003
14,1,2,0.030057800000000003
14,1,3,0.030057800000000003
14,2,0,0.030057800000000003
14,2,1,0.030057800000000003
14,2,2,0.030057800000000003
14,2,3,0.030057800000000003
14,3,0,0.030057800000000003
14,3,1,0.030057800000000003
14,3,2,0.030057800000000003
14,3,3,0.030057800000000003
14,4,0,0.030057800000000003
14,4,1,0.030057800000000003
14,4,2,0.030057800000000003
14,4,3,0.030057800000000003
14,5,0,0.060115600000000005
14,5,1,0.06011560000000671
14,5,2,0.0751445000000075
14,5,3,0.04508669999999999
14,6,0,0.060115600000003155
14,6,1,0.060115600000000005
14,6,2,0.0751445
14,6,3,0.045086700000007696
14,7,0,0.060115600000003155
14,7,1,0.060115600000000005
14,7,2,0.0751445
14,7,3,0.045086700000007696
14,8,0,0.060115600000003155
14,8,1,0.060115600000000005
14,8,2,0.0751445
14,8,3,0.045086700000007696
14,9,0,0.13526009999999467
14,9,1,0.07514450000000927
14,9,2,0.09017339999999999
14,9,3,0.060115600000000005
14,10,0,0.13526010000000532
14,10,1,0.0751445
14,10,2,0.09017339999999999
14,10,3,0.060115600000003155
14,11,0,0.13526010000000532
14,11,1,0.0751445
14,11,2,0.09017339999999999
14,11,3,0.060115600000003155
14,12,0,0.13526010000000532
14,12,1,0.0751445
14,12,2,0.09017339999999999
14,12,3,0.060115600000003155
14,13,0,0.15028900000000434
14,13,1,0.09017340000000296
14,13,2,0.10520230000000552
14,13,3,0.0751445
14,14,0,0.15028900000000434
14,14,1,0.09017340000000296
14,14,2,0.10520230000000552
14,14,3,0.07514450000000394
14,15,0,0.15028900000000434
14,15,1,0.09017340000000296
14,15,2,0.10520230000000552
14,15,3,0.07514450000000394
14,16,0,0.15028900000000434
14,16,1,0.09017340000000296
14,16,2,0.10520230000000552
14,16,3,0.07514450000000394
14,17,0,0.15028900000000434
14,17,1,0.09017340000000296
14,17,2,0.10520230000000552
14,17,3,0.07514450000000394
14,18,0,0.0751445
14,18,1,0.07514450000000394
14,18,2,0.09017340000000296
14,18,3,0.060115600000000005
14,19,0,0.0751445
14,19,1,0.0751445
14,19,2,0.09017339999999999
14,19,3,0.060115600000003155
14,20,0,0.060115600000000005
14,20,1,0.07514450000000394
14,20,2,0.060115600000003155
14,20,3,0.060115600000000005
14,21,0,0.060115600000003155
14,21,1,0.0751445
14,21,2,0.060115600000003155
14,21,3,0.060115600000003155
14,22,0,0.045086700000007696
14,22,1,0.045086700000007696
14,22,2,0.045086700000007696
14,22,3,0.04508669999999999
14,23,0,0.045086700000007696
14,23,1,0.045086700000007696
14,23,2,0.045086700000007696
14,23,3,0.04508669999999999
15,0,0,-0.06256979999999857
15,0,1,-0.06256979999999857
15,0,2,-0.06256979999999857
15,0,3,-0.06256979999999857
15,1,0,-0.06256979999999857
15,1,1,-0.06256979999999857
15,1,2,-0.06256979999999857
15,1,3,-0.06256979999999857
15,2,0,-0.06256979999999857
15,2,1,-0.06256979999999857
15,2,2,-0.06256979999999857
15,2,3,-0.06256979999999857
15,3,0,-0.06256979999999857
15,3,1,-0.06256979999999857
15,3,2,-0.06256979999999857
15,3,3,-0.06256979999999857
15,4,0,-0.06256979999999857
15,4,1,-0.06256979999999857
15,4,2,-0.06256979999999857
15,4,3,-0.06256979999999857
15,5,0,-0.12513960000000068
15,5,1,-0.1251396000000078
15,5,2,-0.15642450000000707
15,5,3,-0.0938546999999943
15,6,0,-0.12513960000000424
15,6,1,-0.12513960000000068
15,6,2,-0.1564244999999964
15,6,3,-0.09385470000000495
15,7,0,-0.12513960000000424
15,7,1,-0.12513960000000068
15,7,2,-0.1564244999999964
15,7,3,-0.09385470000000495
15,8,0,-0.12513960000000424
15,8,1,-0.12513960000000068
15,8,2,-0.1564244999999964
15,8,3,-0.09385470000000495
15,9,0,-0.2815640999999971
15,9,1,-0.15642450000000707
15,9,2,-0.18770939999999925
15,9,3,-0.12513960000000068
15,10,0,-0.2815641000000042
15,10,1,-0.1564244999999964
15,10,2,-0.18770939999999925
15,10,3,-0.12513960000000424
15,11,0,-0.2815641000000042
15,11,1,-0.1564244999999964
15,11,2,-0.18770939999999925
15,11,3,-0.12513960000000424
15,12,0,-0.2815641000000042
15,12,1,-0.1564244999999964
15,12,2,-0.18770939999999925
15,12,3,-0.12513960000000424
15,13,0,-0.3128490000000035
15,13,1,-0.1877094000000028
15,13,2,-0.21899430000000564
15,13,3,-0.1564244999999964
15,14,0,-0.3128490000000035
15,14,1,-0.1877094000000028
15,14,2,-0.21899430000000564
15,14,3,-0.15642450000000352
15,15,0,-0.3128490000000035
15,15,1,-0.1877094000000028
15,15,2,-0.21899430000000564
15,15,3,-0.15642450000000352
15,16,0,-0.3128490000000035
15,16,1,-0.1877094000000028
15,16,2,-0.21899430000000564
15,16,3,-0.15642450000000352
15,17,0,-0.3128490000000035
15,17,1,-0.1877094000000028
15,17,2,-0.21899430000000564
15,17,3,-0.15642450000000352
15,18,0,-0.1564244999999964
15,18,1,-0.15642450000000352
15,18,2,-0.1877094000000028
15,18,3,-0.12513960000000068
15,19,0,-0.1564244999999964
15,19,1,-0.1564244999999964
15,19,2,-0.18770939999999925
15,19,3,-0.12513960000000424
15,20,0,-0.12513960000000068
15,20,1,-0.15642450000000352
15,20,2,-0.12513960000000424
15,20,3,-0.12513960000000068
15,21,0,-0.12513960000000424
15,21,1,-0.1564244999999964
15,21,2,-0.12513960000000424
15,21,3,-0.12513960000000424
15,22,0,-0.09385470000000495
15,22,1,-0.09385470000000495
15,22,2,-0.09385470000000495
15,22,3,-0.0938546999999943
15,23,0,-0.09385470000000495
15,23,1,-0.09385470000000495
15,23,2,-0.09385470000000495
15,23,3,-0.0938546999999943
16,0,0,0.025298400000000002
16,0,1,0.025298400000000002
16,0,2,0.025298400000000002
16,0,3,0.025298400000000002
16,1,0,0.025298400000000002
16,1,1,0.025298400000000002
16,1,2,0.025298400000000002
16,1,3,0.025298400000000002
16,2,0,0.025298400000000002
16,2,1,0.025298400000000002
16,2,2,0.025298400000000002
16,2,3,0.025298400000000002
16,3,0,0.025298400000000002
16,3,1,0.025298400000000002
16,3,2,0.025298400000000002
16,3,3,0.025298400000000002
16,4,0,0.025298400000000002
16,4,1,0.025298400000000002
16,4,2,0.025298400000000002
16,4,3,0.025298400000000002
16,5,0,0.050596800000000004
16,5,1,0.050596800000000004
16,5,2,0.063246
16,5,3,0.0379476
16,6,0,0.050596800000000004
16,6,1,0.050596800000000004
16,6,2,0.063246
16,6,3,0.0379476
16,7,0,0.050596800000000004
16,7,1,0.050596800000000004
16,7,2,0.063246
16,7,3,0.0379476
16,8,0,0.050596800000000004
16,8,1,0.050596800000000004
16,8,2,0.063246
16,8,3,0.0379476
16,9,0,0.11384280000000001
16,9,1,0.063246
16,9,2,0.0758952
16,9,3,0.050596800000000004
16,10,0,0.11384280000000001
16,10,1,0.063246
16,10,2,0.0758952
16,10,3,0.050596800000000004
16,11,0,0.11384280000000001
16,11,1,0.063246
16,11,2,0.0758952
16,11,3,0.050596800000000004
16,12,0,0.11384280000000001
16,12,1,0.063246
16,12,2,0.0758952
16,12,3,0.050596800000000004
16,13,0,0.126492
16,13,1,0.0758952
16,13,2,0.08854440000000001
16,13,3,0.063246
16,14,0,0.126492
16,14,1,0.0758952
16,14,2,0.08854440000000001
16,14,3,0.063246
16,15,0,0.126492
16,15,1,0.0758952
16,15,2,0.08854440000000001
16,15,3,0.063246
16,16,0,0.126492
16,16,1,0.0758952
16,16,2,0.08854440000000001
16,16,3,0.063246
16,17,0,0.126492
16,17,1,0.0758952
16,17,2,0.08854440000000001
16,17,3,0.063246
16,18,0,0.063246
16,18,1,0.063246
16,18,2,0.0758952
16,18,3,0.050596800000000004
16,19,0,0.063246
16,19,1,0.063246
16,19,2,0.0758952
16,19,3,0.050596800000000004
16,20,0,0.050596800000000004
16,20,1,0.063246
16,20,2,0.050596800000000004
16,20,3,0.050596800000000004
16,21,0,0.050596800000000004
16,21,1,0.063246
16,21,2,0.050596800000000004
16,21,3,0.050596800000000004
16,22,0,0.0379476
16,22,1,0.0379476
16,22,2,0.0379476
16,22,3,0.0379476
16,23,0,0.0379476
16,23,1,0.0379476
16,23,2,0.0379476
16,23,3,0.0379476
17,0,0,-0.06549079999999918
17,0,1,-0.06549079999999918
17,0,2,-0.06549079999999918
17,0,3,-0.06549079999999918
17,1,0,-0.06549079999999918
17,1,1,-0.06549079999999918
17,1,2,-0.06549079999999918
17,1,3,-0.06549079999999918
17,2,0,-0.06549079999999918
17,2,1,-0.06549079999999918
17,2,2,-0.06549079999999918
17,2,3,-0.06549079999999918
17,3,0,-0.06549079999999918
17,3,1,-0.06549079999999918
17,3,2,-0.06549079999999918
17,3,3,-0.06549079999999918
17,4,0,-0.06549079999999918
17,4,1,-0.06549079999999918
17,4,2,-0.06549079999999918
17,4,3,-0.06549079999999918
17,5,0,-0.13098160000000192
17,5,1,-0.13098160000000902
17,5,2,-0.16372700000000862
17,5,3,-0.09823619999999522
17,6,0,-0.13098160000000547
17,6,1,-0.13098160000000192
17,6,2,-0.16372699999999796
17,6,3,-0.09823620000000588
17,7,0,-0.13098160000000547
17,7,1,-0.13098160000000192
17,7,2,-0.16372699999999796
17,7,3,-0.09823620000000588
17,8,0,-0.13098160000000547
17,8,1,-0.13098160000000192
17,8,2,-0.16372699999999796
17,8,3,-0.09823620000000588
17,9,0,-0.2947085999999963
17,9,1,-0.16372700000000862
17,9,2,-0.19647239999999755
17,9,3,-0.13098160000000192
17,10,0,-0.29470860000000343
17,10,1,-0.16372699999999796
17,10,2,-0.19647239999999755
17,10,3,-0.13098160000000547
17,11,0,-0.29470860000000343
17,11,1,-0.16372699999999796
17,11,2,-0.19647239999999755
17,11,3,-0.13098160000000547
17,12,0,-0.29470860000000343
17,12,1,-0.16372699999999796
17,12,2,-0.19647239999999755
17,12,3,-0.13098160000000547
17,13,0,-0.327454000000003
17,13,1,-0.1964724000000011
17,13,2,-0.22921780000000425
17,13,3,-0.16372699999999796
17,14,0,-0.327454000000003
17,14,1,-0.1964724000000011
17,14,2,-0.22921780000000425
17,14,3,-0.16372700000000506
17,15,0,-0.327454000000003
17,15,1,-0.1964724000000011
17,15,2,-0.22921780000000425
17,15,3,-0.16372700000000506
17,16,0,-0.327454000000003
17,16,1,-0.1964724000000011
17,16,2,-0.22921780000000425
17,16,3,-0.16372700000000506
17,17,0,-0.327454000000003
17,17,1,-0.1964724000000011
17,17,2,-0.22921780000000425
17,17,3,-0.16372700000000506
17,18,0,-0.16372699999999796
17,18,1,-0.16372700000000506
17,18,2,-0.1964724000000011
17,18,3,-0.13098160000000192
17,19,0,-0.16372699999999796
17,19,1,-0.16372699999999796
17,19,2,-0.19647239999999755
17,19,3,-0.13098160000000547
17,20,0,-0.13098160000000192
17,20,1,-0.16372700000000506
17,20,2,-0.13098160000000547
17,20,3,-0.13098160000000192
17,21,0,-0.13098160000000547
17,21,1,-0.16372699999999796
17,21,2,-0.13098160000000547
17,21,3,-0.13098160000000547
17,22,0,-0.09823620000000588
17,22,1,-0.09823620000000588
17,22,2,-0.09823620000000588
17,22,3,-0.09823619999999522
17,23,0,-0.09823620000000588
17,23,1,-0.09823620000000588
17,23,2,-0.09823620000000588
17,23,3,-0.09823619999999522
18,0,0,0.014349999999996754
18,0,1,0.014349999999996754
18,0,2,0.014349999999996754
18,0,3,0.014349999999996754
18,1,0,0.014349999999996754
18,1,1,0.014349999999996754
18,1,2,0.014349999999996754
18,1,3,0.014349999999996754
18,2,0,0.014349999999996754
18,2,1,0.014349999999996754
18,2,2,0.014349999999996754
18,2,3,0.014349999999996754
18,3,0,0.014349999999996754
18,3,1,0.014349999999996754
18,3,2,0.014349999999996754
18,3,3,0.014349999999996754
18,4,0,0.014349999999996754
18,4,1,0.014349999999996754
18,4,2,0.014349999999996754
18,4,3,0.014349999999996754
18,5,0,0.028700000000000614
18,5,1,0.028700000000000614
18,5,2,0.03587500000000077
18,5,3,0.021524999999996908
18,6,0,0.028700000000000614
18,6,1,0.028700000000000614
18,6,2,0.03587500000000077
18,6,3,0.02152500000000046
18,7,0,0.028700000000000614
18,7,1,0.028700000000000614
18,7,2,0.03587500000000077
18,7,3,0.02152500000000046
18,8,0,0.028700000000000614
18,8,1,0.028700000000000614
18,8,2,0.03587500000000077
18,8,3,0.02152500000000046
18,9,0,0.06457500000000138
18,9,1,0.03587500000000077
18,9,2,0.04305000000000092
18,9,3,0.028700000000000614
18,10,0,0.06457500000000138
18,10,1,0.03587500000000077
18,10,2,0.04305000000000092
18,10,3,0.028700000000000614
18,11,0,0.06457500000000138
18,11,1,0.03587500000000077
18,11,2,0.04305000000000092
18,11,3,0.028700000000000614
18,12,0,0.06457500000000138
18,12,1,0.03587500000000077
18,12,2,0.04305000000000092
18,12,3,0.028700000000000614
18,13,0,0.07175000000000153
18,13,1,0.04305000000000092
18,13,2,0.050225000000001074
18,13,3,0.03587500000000077
18,14,0,0.07175000000000153
18,14,1,0.04305000000000092
18,14,2,0.050225000000001074
18,14,3,0.03587500000000077
18,15,0,0.07175000000000153
18,15,1,0.04305000000000092
18,15,2,0.050225000000001074
18,15,3,0.03587500000000077
18,16,0,0.07175000000000153
18,16,1,0.04305000000000092
18,16,2,0.050225000000001074
18,16,3,0.03587500000000077
18,17,0,0.07175000000000153
18,17,1,0.04305000000000092
18,17,2,0.050225000000001074
18,17,3,0.03587500000000077
18,18,0,0.03587500000000077
18,18,1,0.03587500000000077
18,18,2,0.04305000000000092
18,18,3,0.028700000000000614
18,19,0,0.03587500000000077
18,19,1,0.03587500000000077
18,19,2,0.04305000000000092
18,19,3,0.028700000000000614
18,20,0,0.028700000000000614
18,20,1,0.03587500000000077
18,20,2,0.028700000000000614
18,20,3,0.028700000000000614
18,21,0,0.028700000000000614
18,21,1,0.03587500000000077
18,21,2,0.028700000000000614
18,21,3,0.028700000000000614
18,22,0,0.02152500000000046
18,22,1,0.02152500000000046
18,22,2,0.02152500000000046
18,22,3,0.021524999999996908
18,23,0,0.02152500000000046
18,23,1,0.02152500000000046
18,23,2,0.02152500000000046
18,23,3,0.021524999999996908
19,0,0,0.0067788
19,0,1,0.0067788
19,0,2,0.0067788
19,0,3,0.0067788
19,1,0,0.0067788
19,1,1,0.0067788
19,1,2,0.0067788
19,1,3,0.0067788
19,2,0,0.0067788
19,2,1,0.0067788
19,2,2,0.0067788
19,2,3,0.0067788
19,3,0,0.0067788
19,3,1,0.0067788
19,3,2,0.0067788
19,3,3,0.0067788
19,4,0,0.0067788
19,4,1,0.0067788
19,4,2,0.0067788
19,4,3,0.0067788
19,5,0,0.0135576
19,5,1,0.0135576
19,5,2,0.016947
19,5,3,0.010168199999999999
19,6,0,0.0135576
19,6,1,0.0135576
19,6,2,0.016947
19,6,3,0.010168199999999999
19,7,0,0.0135576
19,7,1,0.0135576
19,7,2,0.016947
19,7,3,0.010168199999999999
19,8,0,0.0135576
19,8,1,0.0135576
19,8,2,0.016947
19,8,3,0.010168199999999999
19,9,0,0.0305046
19,9,1,0.016947
19,9,2,0.020336399999999998
19,9,3,0.0135576
19,10,0,0.0305046
19,10,1,0.016947
19,10,2,0.020336399999999998
19,10,3,0.0135576
19,11,0,0.0305046
19,11,1,0.016947
19,11,2,0.020336399999999998
19,11,3,0.0135576
19,12,0,0.0305046
19,12,1,0.016947
19,12,2,0.020336399999999998
19,12,3,0.0135576
19,13,0,0.033894
19,13,1,0.020336399999999998
19,13,2,0.0237258
19,13,3,0.016947
19,14,0,0.033894
19,14,1,0.020336399999999998
19,14,2,0.0237258
19,14,3,0.016947
19,15,0,0.033894
19,15,1,0.020336399999999998
19,15,2,0.0237258
19,15,3,0.016947
19,16,0,0.033894
19,16,1,0.020336399999999998
19,16,2,0.0237258
19,16,3,0.016947
19,17,0,0.033894
19,17,1,0.020336399999999998
19,17,2,0.0237258
19,17,3,0.016947
19,18,0,0.016947
19,18,1,0.016947
19,18,2,0.020336399999999998
19,18,3,0.0135576
19,19,0,0.016947
19,19,1,0.016947
19,19,2,0.020336399999999998
19,19,3,0.0135576
19,20,0,0.0135576
19,20,1,0.016947
19,20,2,0.0135576
19,20,3,0.0135576
19,21,0,0.0135576
19,21,1,0.016947
19,21,2,0.0135576
19,21,3,0.0135576
19,22,0,0.010168199999999999
19,22,1,0.010168199999999999
19,22,2,0.010168199999999999
19,22,3,0.010168199999999999
19,23,0,0.010168199999999999
19,23,1,0.010168199999999999
19,23,2,0.010168199999999999
19,23,3,0.010168199999999999
20,0,0,0.005500000000001393
20,0,1,0.005500000000001393
20,0,2,0.005500000000001393
20,0,3,0.005500000000001393
20,1,0,0.005500000000001393
20,1,1,0.005500000000001393
